KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K17713,7.655703492,0.852904713,1.258939275,0.677478835,0.498102194,0.865013497
K17723,13.64181006,1.102326123,0.583810512,1.888157373,0.059004826,0.32773333
K17724,0.886278289,-1.391781361,2.5250572,-0.551188053,0.581504769,0.922664174
K17733,14.69167639,1.814566127,1.017368223,1.783588366,0.074490577,0.36581267
K17734,15.42667696,0.04343809,0.727702378,0.05969211,0.952400856,1
K17735,7.111403011,0,4.98008961,0,1,1
K17742,13.42183857,-0.138551667,0.650038288,-0.213143856,0.831214758,1
K17744,14.68208092,-1.996263658,0.592241882,-3.370689777,0.000749802,0.021738952
K17752,8.255662772,-0.061555521,0.705172562,-0.08729143,0.930439866,1
K17758,179.8611104,-0.549116337,0.254451297,-2.158041019,0.030924643,0.224765688
K17810,104.9647888,0.020693503,0.431948912,0.047907292,0.961790128,1
K17818,4.13821534,0.112273886,1.005817122,0.111624552,0.911121104,1
K17828,358.2268069,-0.07833784,0.090294877,-0.867577906,0.385625446,0.778033928
K17836,340.4563772,-0.350859126,0.407338831,-0.861344657,0.389048247,0.781323493
K17837,3.229352968,0.057421266,3.774084878,0.01521462,NA,NA
K17865,5.538353951,-1.334761702,1.03115069,-1.294439033,0.195513815,0.582551369
K17884,7.001759305,-0.134274865,0.831586682,-0.161468273,0.871724598,1
K17898,1.056642343,1.098192835,1.100548668,0.997859401,0.318347541,0.716238166
K17899,1.372855294,-0.700397392,1.387893181,-0.504647909,0.613806154,0.940509414
K17938,5.754558464,0,4.98008961,0,1,1
K17947,30.89771739,-3.146452941,0.731805431,-4.299575829,1.71E-05,0.001793744
K17948,3.583790178,-5.218935161,1.299250805,-4.016880452,5.90E-05,0.004305074
K17992,15.6218452,-0.682062827,0.742256141,-0.91890493,0.358145301,0.750881305
K17993,1.61050722,1.531582447,0.927562964,1.651189737,0.098699838,0.425168533
K17994,1.709176743,0.836763811,0.938896884,0.891220138,0.372811083,0.766625607
K17995,14.56840033,0.04244721,0.514446772,0.082510401,0.934240847,1
K17996,13.56021735,-0.023610961,0.586630287,-0.040248452,0.96789505,1
K18008,1.321194466,-2.89659055,1.795068004,-1.613638338,0.106605896,0.437994877
K18009,7.281768157,-1.627813202,1.720740255,-0.945995886,0.344150684,0.742029535
K18011,1.191094054,0.350260967,0.998535612,0.350774637,0.725757426,0.994209959
K18012,1.980094796,0.096500265,1.009171364,0.095623269,0.923819784,1
K18013,14.67491899,-0.765396838,0.753880587,-1.015275962,0.309974299,0.714239406
K18014,1.590105624,-0.570281011,1.227271674,-0.464673815,0.642165063,0.954359327
K18023,2.005261711,-3.754921854,1.578487408,-2.37881014,0.017368619,0.154690447
K18028,4.169737957,0.462428516,1.058452256,0.436891237,0.662190227,0.963335817
K18094,2.403241564,6.769856364,4.84262784,1.397971636,0.162121585,0.535227399
K18095,2.409435806,6.773761739,4.842617458,1.398781093,0.161878638,0.535227399
K18104,28.96586155,1.33648486,0.787712631,1.696665518,0.089759915,0.405905458
K18118,6.062964177,-0.436673327,1.835024076,-0.237965993,0.81190747,1
K18120,7.348051891,-0.903062843,0.703363719,-1.283920137,0.199169901,0.589150907
K18122,109.3954246,-1.497043358,0.25027499,-5.981593918,2.21E-09,2.56E-06
K18137,4.560216141,0,4.98008961,0,1,1
K18138,28.11465565,-0.345216981,0.784264541,-0.440179255,0.659807284,0.961596659
K18139,143.1887955,-0.29833275,0.669834072,-0.445383062,0.656042951,0.960223266
K18149,2.57591085,0,4.98008961,0,NA,NA
K18189,380.2423632,-0.140702328,0.099303242,-1.416895619,0.156513447,0.527396376
K18195,3.411571476,-1.96664291,0.900970443,-2.182805136,0.029050163,0.215921941
K18197,55.78947763,-0.612294281,0.542916924,-1.127786323,0.259410171,0.660316798
K18214,2.35954462,-0.940704585,1.032295169,-0.911274811,0.362150595,0.754572697
K18218,72.82239615,0.009969984,0.524503213,0.019008432,0.984834379,1
K18220,146.2463975,0.595057889,0.675737691,0.880604853,0.378531731,0.77217451
K18231,10.28192048,-0.050896279,1.448037792,-0.035148447,NA,NA
K18234,192.1368392,-0.443590761,0.814503881,-0.544614669,NA,NA
K18285,7.047241943,0.146983311,1.156524969,0.127090478,0.898868788,1
K18297,4.234486417,0,4.98008961,0,1,1
K18301,6.623171062,0,4.98008961,0,1,1
K18302,6.406017912,0,4.98008961,0,1,1
K18320,11.64465633,0,4.98008961,0,1,1
K18326,8.857038444,6.284239855,2.799506217,2.244767244,0.024783079,0.19334585
K18330,10.05952855,-1.613975925,0.626663168,-2.575507879,0.010009299,0.116244362
K18331,24.45062632,-0.924810237,0.530051487,-1.744755479,0.081027442,0.384024422
K18332,46.79112521,-0.432514802,0.503253672,-0.859436951,0.390099491,0.78179304
K18333,1.704083137,-0.610735351,1.179712175,-0.517698608,0.60466857,0.936321281
K18344,79.80710604,0.201332262,0.874714171,0.230169201,0.817960293,1
K18345,162.2570741,0.050364316,0.709483383,0.070987309,0.943407856,1
K18346,149.5968252,-0.313853394,0.530370916,-0.591762077,0.554009921,0.904408702
K18347,4.539327504,-0.110474583,1.381904689,-0.079943707,0.936282028,1
K18348,34.58750008,-0.131880453,1.051002353,-0.125480644,0.900143047,1
K18349,273.4755491,0.017182148,0.913511153,0.018808909,0.984993547,1
K18350,199.8157959,-0.367162504,0.902594381,-0.406785719,0.684165377,0.973500891
K18353,164.2334543,-0.636371354,0.276623616,-2.300495394,0.02142017,0.178341456
K18365,6.297441338,0,4.98008961,0,1,1
K18366,5.863135038,0,4.98008961,0,1,1
K18367,29.64725425,-0.998936686,0.555565688,-1.798053239,0.072168571,0.362884526
K18369,125.9032494,-1.520897698,0.629469992,-2.416156,0.01568534,0.14774578
K18383,5.455791564,0,4.98008961,0,1,1
K18429,16.11591417,0.32286624,0.887524564,0.363782878,0.716020149,0.990220017
K18430,125.4325096,-0.538543379,0.239895781,-2.24490559,0.024774194,0.19334585
K18431,111.8552056,-0.617740767,0.200701776,-3.077903831,0.002084622,0.042422032
K18446,10.9973763,1.137629704,1.352048589,0.841411849,0.40011725,0.787899328
K18453,5.166674675,-1.508841427,1.983806106,-0.760579082,0.446908518,0.825932197
K18456,6.778278361,0.089936504,0.895446416,0.100437617,0.919996907,1
K18471,3.057206058,-0.240184064,1.607495323,-0.149415094,0.881226102,1
K18475,42.82972559,-0.409466737,0.64377062,-0.636044461,0.524747444,0.886812419
K18476,4.416570393,2.607595149,1.484672521,1.756343647,NA,NA
K18478,2.299381686,1.464635297,1.308417574,1.119394394,0.262971921,0.66370085
K18479,19.94952061,1.261457056,1.018315182,1.238768781,0.215431138,0.608156462
K18554,7.263085599,2.445159852,0.983417127,2.486391364,0.012904596,0.132881586
K18555,32.36827927,-0.536203428,0.453404327,-1.182616478,0.236961179,0.632721946
K18567,7.044152198,0,4.98008961,0,1,1
K18577,13.55512694,-2.856262514,0.706497105,-4.042850982,5.28E-05,0.003924865
K18578,4.570003172,1.208678893,1.134363083,1.065513248,0.286643734,0.690105762
K18581,125.9882577,-0.350943735,0.868224336,-0.404208591,0.686059337,0.97478812
K18640,530.0899803,-0.225849323,0.446144342,-0.506224784,0.612698858,0.940509414
K18650,2.040980563,3.675883265,2.358610985,1.558494931,0.119115969,0.463737051
K18672,362.5989909,-0.209852423,0.11385475,-1.843159132,0.06530578,0.344241793
K18673,34.79143935,1.747329247,1.100212897,1.588173755,0.112247054,0.450583639
K18675,48.40525175,-0.454844278,0.555071647,-0.819433456,0.412539153,0.796627331
K18676,24.02186593,0.433901163,0.918556836,0.47237269,0.636660794,0.953835485
K18677,3.247491603,0.521277755,2.280923657,0.228538011,0.81922801,1
K18678,2.671982833,-2.39107853,1.5114205,-1.582007476,0.113647864,0.452819169
K18682,369.2325256,-0.274422504,0.085987221,-3.191433576,0.001415687,0.032513072
K18691,145.3563553,-0.811469548,0.669713143,-1.211667348,0.225639743,0.620319615
