SampleID,AnAer,Day,Rec_day_adj,Mouse,Cage,Trt_noInf,Treatment,Diet,Abx,Inf,Desc,meanCFUpg_BHIS,Aim,Cohort
ST739,anaer,67,15,NT.F,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,NA,3,3
ST1468,anaer,67,15,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,,3,6
ST1469,anaer,67,15,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,,3,6
ST1470,anaer,67,15,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=24,,3,6
ST107,anaer,68,16,2192,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,1.14E+10,3,1
ST108,anaer,68,16,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,2.65E+10,3,1
ST472,anaer,68,16,90,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,NA,3,2
ST471,anaer,68,16,NT.B,5893634,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,NA,3,2
ST756,anaer,68,16,97,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,NA,3,3
ST755,anaer,68,16,NT.F,6169387,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,NA,3,3
ST1480,anaer,68,16,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,,3,6
ST1481,anaer,68,16,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,,3,6
ST1482,anaer,68,16,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=48,,3,6
2196,anaer,69,17,2196,5893640,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=72,1.08E+11,3,1
ST1492,anaer,69,17,6509,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=72,,3,6
ST1493,anaer,69,17,6510,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=72,,3,6
ST1494,anaer,69,17,6511,6183045,WD-PBS,WD-PBS-INF,WD,PBS,INF,t=72,,3,6
ST29,anaer,49,-3,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-abx,NA,3,1
ST30,anaer,49,-3,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-abx,NA,3,1
ST335,anaer,49,-3,84,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-abx,1.27E+09,3,2
ST336,anaer,49,-3,85,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-abx,1.25E+09,3,2
ST631,anaer,49,-3,74,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-abx,NA,3,3
ST632,anaer,49,-3,75,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-abx,NA,3,3
ST45,anaer,52,0,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,post-abx,2.82E+08,3,1
ST46,anaer,52,0,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,post-abx,2.32E+09,3,1
ST361,anaer,52,0,84,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,post-abx,NA,3,2
ST362,anaer,52,0,85,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,post-abx,NA,3,2
ST647,anaer,52,0,74,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,post-abx,1.77E+09,3,3
ST648,anaer,52,0,75,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,post-abx,NA,3,3
na,anaer,56,4,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,1.85E+09,3,1
na,anaer,56,4,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,4.35E+09,3,1
84,anaer,56,4,84,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,2.28E+09,3,2
85,anaer,56,4,85,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,2.13E+09,3,2
74,anaer,56,4,74,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,5.71E+09,3,3
75,anaer,56,4,75,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,1.12E+10,3,3
ST53,anaer,59,7,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,4.07E+09,3,1
ST54,anaer,59,7,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,NA,3,1
ST377,anaer,59,7,84,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,1.18E+09,3,2
ST378,anaer,59,7,85,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,8.46E+08,3,2
ST658,anaer,59,7,74,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,NA,3,3
ST657,anaer,59,7,75,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk1,7.81E+09,3,3
na,anaer,62,10,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk2,3.02E+10,3,1
na,anaer,62,10,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk2,3.66E+10,3,1
ST393,anaer,62,10,84,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk2,9.13E+09,3,2
ST394,anaer,62,10,85,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk2,3.33E+09,3,2
ST679,anaer,62,10,74,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk2,1.61E+09,3,3
ST680,anaer,62,10,75,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,rec-wk2,9.58E+09,3,3
ST71,anaer,66,14,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-inf,4.70E+09,3,1
ST72,anaer,66,14,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-inf,6.72E+09,3,1
ST409,anaer,66,14,84,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-inf,1.82E+09,3,2
ST410,anaer,66,14,85,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-inf,3.50E+09,3,2
ST695,anaer,66,14,74,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-inf,6.44E+09,3,3
ST696,anaer,66,14,75,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,pre-inf,1.63E+10,3,3
ST81,anaer,67,15,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=24,6.92E+09,3,1
ST82,anaer,67,15,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=24,2.51E+08,3,1
ST457,anaer,67,15,84,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=24,NA,3,2
ST458,anaer,67,15,85,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=24,NA,3,2
ST743,anaer,67,15,74,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=24,NA,3,3
ST744,anaer,67,15,75,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=24,NA,3,3
ST97,anaer,68,16,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=48,8.33E+09,3,1
ST98,anaer,68,16,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=48,2.48E+10,3,1
ST473,anaer,68,16,84,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=48,NA,3,2
ST474,anaer,68,16,85,6158108,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=48,NA,3,2
ST759,anaer,68,16,74,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=48,NA,3,3
ST760,anaer,68,16,75,6169388,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=48,NA,3,3
2191,anaer,69,17,2191,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=72,1.26E+10,3,1
ST120,anaer,69,17,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=72,1.74E+10,3,1
2197,anaer,70,18,2197,5893639,WD-PBS,WD-PBS-PBS,WD,PBS,PBS,t=96,1.59E+09,3,1
HF100,aer,4,4,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,14722222222,1,1
HF100,anaer,4,4,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,16666666667,1,1
HF101,aer,4,4,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,5274261603,1,1
HF101,anaer,4,4,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,9071729958,1,1
HF102,aer,4,4,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,8074534161,1,1
HF102,anaer,4,4,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,10559006211,1,1
HF103,aer,4,4,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF103,anaer,4,4,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF105,aer,4,4,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF105,anaer,4,4,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF106,aer,4,4,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF106,anaer,4,4,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF107,aer,4,4,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF107,anaer,4,4,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF108,aer,4,4,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF108,anaer,4,4,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF109,aer,5,5,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,9219858156,1,1
HF109,anaer,5,5,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,13829787234,1,1
HF110,aer,5,5,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,39170506912,1,1
HF110,anaer,5,5,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,20967741935,1,1
HF111,aer,5,5,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,23571428571,1,1
HF111,anaer,5,5,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,12142857143,1,1
HF112,aer,5,5,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,9333333333,1,1
HF112,anaer,5,5,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,2.00E+10,1,1
HF113,aer,5,5,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,10191082803,1,1
HF113,anaer,5,5,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,19108280255,1,1
HF114,aer,5,5,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,27149321267,1,1
HF114,anaer,5,5,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,36199095023,1,1
HF115,aer,5,5,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF115,anaer,5,5,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF116,aer,5,5,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF116,anaer,5,5,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF117,aer,5,5,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF117,anaer,5,5,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF118,aer,5,5,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF118,anaer,5,5,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF120,aer,5,5,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF120,anaer,5,5,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF13,aer,-3,-3,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,940594059.4,1,1
HF13,anaer,-3,-3,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,8085808581,1,1
HF14,aer,-3,-3,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,1502145923,1,1
HF14,anaer,-3,-3,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,6437768240,1,1
HF145,aer,8,7,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,1021711367,1,1
HF145,anaer,8,7,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,1021711367,1,1
HF147,aer,8,7,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,552763819.1,1,1
HF147,anaer,8,7,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,728643216.1,1,1
HF148,aer,8,7,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,579710144.9,1,1
HF148,anaer,8,7,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,594202898.6,1,1
HF149,aer,8,7,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,388429752.1,1,1
HF149,anaer,8,7,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,347107438,1,1
HF15,aer,-3,-3,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,748031496.1,1,1
HF15,anaer,-3,-3,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,12598425197,1,1
HF150,aer,8,7,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,551181102.4,1,1
HF150,anaer,8,7,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,577427821.5,1,1
HF151,aer,8,7,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,1.60E+08,1,1
HF151,anaer,8,7,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,59333333.33,1,1
HF153,aer,8,7,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,3846153.846,1,1
HF153,anaer,8,7,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF154,aer,8,7,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,21034482.76,1,1
HF154,anaer,8,7,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF155,aer,8,7,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,9375000,1,1
HF155,anaer,8,7,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF156,aer,8,7,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,41095890.41,1,1
HF156,anaer,8,7,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF16,aer,-3,-3,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,3825136.612,1,1
HF16,anaer,-3,-3,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,5737704918,1,1
HF169,aer,13,13,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,6.25E+08,1,1
HF169,anaer,13,13,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,795454545.5,1,1
HF17,aer,-3,-3,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,1256544503,1,1
HF17,anaer,-3,-3,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,12827225131,1,1
HF170,aer,13,13,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,771028037.4,1,1
HF170,anaer,13,13,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,1518691589,1,1
HF171,aer,13,13,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,232142857.1,1,1
HF171,anaer,13,13,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,1160714286,1,1
HF172,aer,13,13,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,270424836.6,1,1
HF172,anaer,13,13,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,444444444.4,1,1
HF173,aer,13,13,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,10200000,1,1
HF173,anaer,13,13,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,68666666.67,1,1
HF174,aer,13,13,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,155378486.1,1,1
HF174,anaer,13,13,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,171314741,1,1
HF175,aer,13,13,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,10185185185,1,1
HF175,anaer,13,13,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,7407407407,1,1
HF176,aer,13,13,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,12708333333,1,1
HF176,anaer,13,13,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,1.06E+10,1,1
HF177,aer,13,13,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,1.00E+10,1,1
HF177,anaer,13,13,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,24333333333,1,1
HF178,aer,13,13,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,1.06E+11,1,1
HF178,anaer,13,13,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,12749003984,1,1
HF179,aer,13,13,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,1.25E+10,1,1
HF179,anaer,13,13,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,1.13E+10,1,1
HF18,aer,-3,-3,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,1361867.704,1,1
HF18,anaer,-3,-3,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,5836575875,1,1
HF180,aer,13,13,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,11977401130,1,1
HF180,anaer,13,13,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,12655367232,1,1
HF181,aer,15,14,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,1541425819,1,1
HF181,anaer,15,14,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,2954399486,1,1
HF182,aer,15,14,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,518181818.2,1,1
HF182,anaer,15,14,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,2272727273,1,1
HF183,aer,15,14,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,178846153.8,1,1
HF183,anaer,15,14,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,903846153.8,1,1
HF184,aer,15,14,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,232142857.1,1,1
HF184,anaer,15,14,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,255102040.8,1,1
HF185,aer,15,14,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,678233438.5,1,1
HF185,anaer,15,14,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,694006309.1,1,1
HF186,aer,15,14,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,949074074.1,1,1
HF186,anaer,15,14,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,1435185185,1,1
HF187,aer,15,14,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,2931034483,1,1
HF187,anaer,15,14,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,5689655172,1,1
HF188,aer,15,14,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,9624413146,1,1
HF188,anaer,15,14,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,17370892019,1,1
HF189,aer,15,14,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,13636363636,1,1
HF189,anaer,15,14,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,9415584416,1,1
HF19,aer,-3,-3,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,7185628.743,1,1
HF19,anaer,-3,-3,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,928143712.6,1,1
HF190,aer,15,14,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,2.13E+10,1,1
HF190,anaer,15,14,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,1.81E+10,1,1
HF191,aer,15,14,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,22105263158,1,1
HF191,anaer,15,14,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,21578947368,1,1
HF192,aer,15,14,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,5367647059,1,1
HF192,anaer,15,14,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,18382352941,1,1
HF20,aer,-3,-3,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,6912442.396,1,1
HF20,anaer,-3,-3,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,806451612.9,1,1
HF21,aer,-3,-3,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,2805280.528,1,1
HF21,anaer,-3,-3,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,1683168317,1,1
HF22,aer,-3,-3,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,3921568.627,1,1
HF22,anaer,-3,-3,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,1151960784,1,1
HF23,aer,-3,-3,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,10791366.91,1,1
HF23,anaer,-3,-3,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,863309352.5,1,1
HF24,aer,-3,-3,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,22580645.16,1,1
HF24,anaer,-3,-3,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,1774193548,1,1
HF26,aer,0,0,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,1741071.429,1,1
HF26,anaer,0,0,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,1383928.571,1,1
HF27,aer,0,0,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,1694915.254,1,1
HF27,anaer,0,0,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,790960.452,1,1
HF28,aer,0,0,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,2188449.848,1,1
HF28,anaer,0,0,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,1246200.608,1,1
HF29,aer,0,0,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,1361445.783,1,1
HF29,anaer,0,0,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,987951.8072,1,1
HF30,aer,0,0,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,458715.5963,1,1
HF30,anaer,0,0,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,1100917.431,1,1
HF32,aer,0,0,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF32,anaer,0,0,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF33,aer,0,0,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,71428.57143,1,1
HF33,anaer,0,0,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF34,aer,0,0,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF34,anaer,0,0,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF35,aer,0,0,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF35,anaer,0,0,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF36,aer,0,0,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF36,anaer,0,0,5732,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF49,aer,1,1,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,268817.2043,1,1
HF49,anaer,1,1,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,268817.2043,1,1
HF50,aer,1,1,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,354330.7087,1,1
HF50,anaer,1,1,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,314960.6299,1,1
HF51,aer,1,1,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,945945.9459,1,1
HF51,anaer,1,1,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,351351.3514,1,1
HF52,aer,1,1,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,1511627.907,1,1
HF52,anaer,1,1,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,310077.5194,1,1
HF53,aer,1,1,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,1060527.677,1,1
HF53,anaer,1,1,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,426797.7237,1,1
HF54,aer,1,1,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,1022727.273,1,1
HF54,anaer,1,1,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,568181.8182,1,1
HF55,aer,1,1,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF55,anaer,1,1,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF56,aer,1,1,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF56,anaer,1,1,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF58,aer,1,1,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF58,anaer,1,1,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF59,aer,1,1,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF59,anaer,1,1,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF60,aer,1,1,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF60,anaer,1,1,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF73,aer,2,2,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,2167487.685,1,1
HF73,anaer,2,2,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,1206896.552,1,1
HF74,aer,2,2,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,1931034.483,1,1
HF74,anaer,2,2,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,482758.6207,1,1
HF75,aer,2,2,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,1670644.391,1,1
HF75,anaer,2,2,5571,1,RC-ABX,RC-ABX,RC,ABX,na,,501193.3174,1,1
HF76,aer,2,2,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,251219512.2,1,1
HF76,anaer,2,2,5266,2,RC-ABX,RC-ABX,RC,ABX,na,,463414634.1,1,1
HF77,aer,2,2,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,180265654.6,1,1
HF77,anaer,2,2,5267,2,RC-ABX,RC-ABX,RC,ABX,na,,569259962,1,1
HF78,aer,2,2,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,3602305476,1,1
HF78,anaer,2,2,5734,2,RC-ABX,RC-ABX,RC,ABX,na,,3890489914,1,1
HF79,aer,2,2,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF79,anaer,2,2,5733,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF80,aer,2,2,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF80,anaer,2,2,5568,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF81,aer,2,2,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF81,anaer,2,2,5569,3,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF82,aer,2,2,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF82,anaer,2,2,5264,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF83,aer,2,2,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF83,anaer,2,2,5265,4,WD-ABX,WD-ABX,WD,ABX,na,,0,1,1
HF97,aer,4,4,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,714285714.3,1,1
HF97,anaer,4,4,5735,1,RC-ABX,RC-ABX,RC,ABX,na,,1477832512,1,1
HF98,aer,4,4,5570,1,RC-ABX,RC-ABX,RC,ABX,na,,4109589041,1,1
