sampleID,seqID,Mouse,Treatment,Diet,Cage,Desc,Day,Rec_day,Rec_day_adj,Sac.group,Aim,Cohort,reads.in,reads.out,nseqs,seq_run,Abx,Post.diet,Post.micr,Pre.diet
HF5000,MMF.16S.202_HF5000,1587,RC-PBS-PBS,RC,1A,baseline,21,-31,-31,NA,A2,C1,68220,62320,52381,Feb_2022,PBS,RC,PBS,RC
HF5004,MMF.16S.202_HF5004,1585,RC-RC,RC,1B,baseline,21,-31,-31,NA,A2,C1,10640,9436,7089,Feb_2022,ABX,RC,RC,RC
HF5005,MMF.16S.202_HF5005,1574,RC-ABX-PBS,RC,1B,baseline,21,-31,-31,NA,A2,C1,94848,84343,65172,Feb_2022,ABX,RC,PBS,RC
HF5006,MMF.16S.202_HF5006,1566,RC-DIET,RC,1B,baseline,21,-31,-31,NA,A2,C1,10050,8869,7089,Feb_2022,ABX,WD,RC,RC
HF5007,MMF.16S.203_HF5007,1588,RC-MICR,RC,1B,baseline,21,-31,-31,NA,A2,C1,47461,41593,30420,Feb_2022,ABX,RC,WD,RC
HF5011,MMF.16S.203_HF5011,1568,RC-WD,RC,1C,baseline,21,-31,-31,NA,A2,C1,40237,34255,27926,Feb_2022,ABX,WD,WD,RC
HF5012,MMF.16S.203_HF5012,1571,WD-RC,WD,1D,baseline,21,-31,-31,NA,A2,C1,4335,3490,2659,Feb_2022,ABX,RC,RC,WD
HF5013,MMF.16S.203_HF5013,1589,WD-MICR,WD,1D,baseline,21,-31,-31,NA,A2,C1,17989,15882,13983,Feb_2022,ABX,WD,RC,WD
HF5014,MMF.16S.203_HF5014,1569,WD-PBS-PBS,WD,1D,baseline,21,-31,-31,NA,A2,C1,3287,1732,1455,Feb_2022,PBS,WD,PBS,WD
HF5018,MMF.16S.203_HF5018,1580,WD-DIET,WD,1E,baseline,21,-31,-31,NA,A2,C1,17734,14670,11813,Feb_2022,ABX,RC,WD,WD
HF5022,MMF.16S.203_HF5022,1584,WD-WD,WD,1F,baseline,21,-31,-31,NA,A2,C1,3583,3152,2502,Feb_2022,ABX,WD,WD,WD
HF5020,MMF.16S.203_HF5020,1570,WD-ABX-PBS,WD,1E,baseline,21,-31,-31,NA,A2,C1,13910,12523,9900,Feb_2022,ABX,WD,PBS,WD
HF5300,MMF.16S.203_HF5300,1624,RC-MICR,RC,2A,baseline,21,-31,-31,NA,A2,C2,47629,40445,32055,Feb_2022,ABX,RC,WD,RC
HF5301,MMF.16S.203_HF5301,1622,RC-ABX-PBS,RC,2A,baseline,21,-31,-31,NA,A2,C2,23896,20956,14663,Feb_2022,ABX,RC,PBS,RC
HF5302,MMF.16S.203_HF5302,1623,RC-PBS-PBS,RC,2A,baseline,21,-31,-31,NA,A2,C2,11253,9598,7909,Feb_2022,PBS,RC,PBS,RC
HF5303,MMF.16S.203_HF5303,1625,RC-PBS-PBS,RC,2A,baseline,21,-31,-31,NA,A2,C2,32584,29363,22470,Feb_2022,PBS,RC,PBS,RC
HF5304,MMF.16S.203_HF5304,1621,RC-WD,RC,2B,baseline,21,-31,-31,NA,A2,C2,86535,78788,62047,Feb_2022,ABX,WD,WD,RC
HF5305,MMF.16S.203_HF5305,1639,RC-MICR,RC,2B,baseline,21,-31,-31,NA,A2,C2,29773,24996,20087,Feb_2022,ABX,RC,WD,RC
HF5306,MMF.16S.203_HF5306,1637,RC-DIET,RC,2B,baseline,21,-31,-31,NA,A2,C2,73305,62205,47452,Feb_2022,ABX,WD,RC,RC
HF5307,MMF.16S.203_HF5307,1636,RC-RC,RC,2B,baseline,21,-31,-31,NA,A2,C2,11220,9044,5750,Feb_2022,ABX,RC,RC,RC
HF5308,MMF.16S.203_HF5308,1638,RC-RC,RC,2C,baseline,21,-31,-31,NA,A2,C2,5951,5117,4136,Feb_2022,ABX,RC,RC,RC
HF5309,MMF.16S.203_HF5309,1640,RC-WD,RC,2C,baseline,21,-31,-31,NA,A2,C2,392,349,233,Feb_2022,ABX,WD,WD,RC
HF5310,MMF.16S.203_HF5310,1644,RC-DIET,RC,2C,baseline,21,-31,-31,NA,A2,C2,7764,6726,4708,Feb_2022,ABX,WD,RC,RC
HF5311,MMF.16S.203_HF5311,1641,RC-ABX-PBS,RC,2C,baseline,21,-31,-31,NA,A2,C2,13745,11263,8290,Feb_2022,ABX,RC,PBS,RC
HF5312,MMF.16S.203_HF5312,1643,WD-ABX-PBS,WD,2D,baseline,21,-31,-31,NA,A2,C2,43408,35886,27182,Feb_2022,ABX,WD,PBS,WD
HF5313,MMF.16S.203_HF5313,1642,WD-PBS-PBS,WD,2D,baseline,21,-31,-31,NA,A2,C2,5651,4312,3554,Feb_2022,PBS,WD,PBS,WD
HF5314,MMF.16S.203_HF5314,1626,WD-MICR,WD,2D,baseline,21,-31,-31,NA,A2,C2,2396,2092,1638,Feb_2022,ABX,WD,RC,WD
HF5315,MMF.16S.203_HF5315,1629,WD-PBS-PBS,WD,2D,baseline,21,-31,-31,NA,A2,C2,56447,49136,34329,Feb_2022,PBS,WD,PBS,WD
HF5316,MMF.16S.203_HF5316,1627,WD-ABX-PBS,WD,2E,baseline,21,-31,-31,NA,A2,C2,39650,37242,29634,Feb_2022,ABX,WD,PBS,WD
HF5317,MMF.16S.203_HF5317,1630,WD-RC,WD,2E,baseline,21,-31,-31,NA,A2,C2,66863,58909,45749,Feb_2022,ABX,RC,RC,WD
HF5318,MMF.16S.203_HF5318,1628,WD-DIET,WD,2E,baseline,21,-31,-31,NA,A2,C2,8253,6276,4708,Feb_2022,ABX,RC,WD,WD
HF5319,MMF.16S.203_HF5319,1631,WD-WD,WD,2E,baseline,21,-31,-31,NA,A2,C2,3512,3110,2061,Feb_2022,ABX,WD,WD,WD
HF5320,MMF.16S.203_HF5320,1635,WD-RC,WD,2F,baseline,21,-31,-31,NA,A2,C2,34382,30685,21618,Feb_2022,ABX,RC,RC,WD
HF5321,MMF.16S.203_HF5321,1633,WD-WD,WD,2F,baseline,21,-31,-31,NA,A2,C2,54130,48034,35027,Feb_2022,ABX,WD,WD,WD
HF5322,MMF.16S.203_HF5322,1634,WD-MICR,WD,2F,baseline,21,-31,-31,NA,A2,C2,6551,5920,4752,Feb_2022,ABX,WD,RC,WD
HF5323,MMF.16S.203_HF5323,1632.NT,WD-DIET,WD,2F,baseline,21,-31,-31,NA,A2,C2,17924,15896,12693,Feb_2022,ABX,RC,WD,WD
HF5600,MMF.16S.204_HF5600,1675,RC-WD,RC,3B,baseline,21,-31,-31,NA,A2,C3,22927,18072,13389,Feb_2022,ABX,WD,WD,RC
HF5601,MMF.16S.204_HF5601,1676,RC-ABX-PBS,RC,3A,baseline,21,-31,-31,NA,A2,C3,3368,2535,2144,Feb_2022,ABX,RC,PBS,RC
HF5602,MMF.16S.204_HF5602,1677,RC-RC,RC,3A,baseline,21,-31,-31,NA,A2,C3,6599,5904,4406,Feb_2022,ABX,RC,RC,RC
HF5603,MMF.16S.204_HF5603,1678,RC-PBS-PBS,RC,3A,baseline,21,-31,-31,NA,A2,C3,48298,42129,30283,Feb_2022,PBS,RC,PBS,RC
HF5604,MMF.16S.204_HF5604,1679,RC-PBS-PBS,RC,3A,baseline,21,-31,-31,NA,A2,C3,52223,47464,34016,Feb_2022,PBS,RC,PBS,RC
HF5606,MMF.16S.204_HF5606,1681,RC-DIET,RC,3B,baseline,21,-31,-31,NA,A2,C3,6185,5626,4748,Feb_2022,ABX,WD,RC,RC
HF5607,MMF.16S.204_HF5607,1682,RC-RC,RC,3B,baseline,21,-31,-31,NA,A2,C3,15261,13537,11981,Feb_2022,ABX,RC,RC,RC
HF5608,MMF.16S.204_HF5608,1683,RC-MICR,RC,3C,baseline,21,-31,-31,NA,A2,C3,32397,28537,21734,Feb_2022,ABX,RC,WD,RC
HF5609,MMF.16S.204_HF5609,1684,RC-WD,RC,3C,baseline,21,-31,-31,NA,A2,C3,7359,6378,5594,Feb_2022,ABX,WD,WD,RC
HF5610,MMF.16S.204_HF5610,1685,RC-ABX-PBS,RC,3C,baseline,21,-31,-31,NA,A2,C3,6481,5897,4955,Feb_2022,ABX,RC,PBS,RC
HF5611,MMF.16S.204_HF5611,1686,WD-RC,WD,3E,baseline,21,-31,-31,NA,A2,C3,56660,50523,39403,Feb_2022,ABX,RC,RC,WD
HF5612,MMF.16S.204_HF5612,1687,RC-DIET,RC,3C,baseline,21,-31,-31,NA,A2,C3,7971,6896,5384,Feb_2022,ABX,WD,RC,RC
HF5613,MMF.16S.204_HF5613,1688,WD-PBS-PBS,WD,3D,baseline,21,-31,-31,NA,A2,C3,18082,14766,12030,Feb_2022,PBS,WD,PBS,WD
HF5614,MMF.16S.204_HF5614,1689,WD-RC,WD,3D,baseline,21,-31,-31,NA,A2,C3,15783,13592,10734,Feb_2022,ABX,RC,RC,WD
HF5615,MMF.16S.204_HF5615,1690,WD-PBS-PBS,WD,3D,baseline,21,-31,-31,NA,A2,C3,39551,33573,28739,Feb_2022,PBS,WD,PBS,WD
HF5616,MMF.16S.204_HF5616,1691,WD-ABX-PBS,WD,3D,baseline,21,-31,-31,NA,A2,C3,313130,273310,213022,Feb_2022,ABX,WD,PBS,WD
HF5617,MMF.16S.204_HF5617,1692,WD-MICR,WD,3E,baseline,21,-31,-31,NA,A2,C3,24768,21112,16773,Feb_2022,ABX,WD,RC,WD
HF5618,MMF.16S.205_HF5618,1693,WD-DIET,WD,3E,baseline,21,-31,-31,NA,A2,C3,8356,6745,5696,Feb_2022,ABX,RC,WD,WD
HF5619,MMF.16S.205_HF5619,1694,WD-WD,WD,3E,baseline,21,-31,-31,NA,A2,C3,5330,3838,3236,Feb_2022,ABX,WD,WD,WD
HF5620,MMF.16S.205_HF5620,1695,WD-MICR,WD,3F,baseline,21,-31,-31,NA,A2,C3,22190,12781,10126,Feb_2022,ABX,WD,RC,WD
HF5621,MMF.16S.205_HF5621,1696,WD-ABX-PBS,WD,3F,baseline,21,-31,-31,NA,A2,C3,54433,43606,32899,Feb_2022,ABX,WD,PBS,WD
HF5622,MMF.16S.205_HF5622,1697,WD-DIET,WD,3F,baseline,21,-31,-31,NA,A2,C3,14838,12407,10406,Feb_2022,ABX,RC,WD,WD
HF5623,MMF.16S.205_HF5623,1698,WD-WD,WD,3F,baseline,21,-31,-31,NA,A2,C3,15317,11183,8910,Feb_2022,ABX,WD,WD,WD
HF5901,MMF.16S.210_HF5901,2041,RC-PBS-PBS,RC,4A,baseline,21,-31,-31,NA,A2,C4,3141,2465,1829,Mar_2022,PBS,RC,PBS,RC
HF5902,MMF.16S.210_HF5902,2042,RC-ABX-PBS,RC,4A,baseline,21,-31,-31,NA,A2,C4,24723,20315,17024,Mar_2022,ABX,RC,PBS,RC
HF5903,MMF.16S.210_HF5903,2043,RC-MICR,RC,4A,baseline,21,-31,-31,NA,A2,C4,41662,34135,26055,Mar_2022,ABX,RC,WD,RC
HF5904,MMF.16S.210_HF5904,2044,RC-PBS-PBS,RC,4A,baseline,21,-31,-31,NA,A2,C4,43907,36571,29880,Mar_2022,PBS,RC,PBS,RC
HF5905,MMF.16S.210_HF5905,2045,RC-MICR,RC,4B,baseline,21,-31,-31,NA,A2,C4,21793,18607,14567,Mar_2022,ABX,RC,WD,RC
HF5906,MMF.16S.210_HF5906,2046,RC-WD,RC,4B,baseline,21,-31,-31,NA,A2,C4,10823,8015,5472,Mar_2022,ABX,WD,WD,RC
HF5907,MMF.16S.210_HF5907,2047,WD-WD,WD,4F,baseline,21,-31,-31,NA,A2,C4,13563,10686,8500,Mar_2022,ABX,WD,WD,WD
HF5908,MMF.16S.210_HF5908,2048,RC-ABX-PBS,RC,4B,baseline,21,-31,-31,NA,A2,C4,35853,30510,22809,Mar_2022,ABX,RC,PBS,RC
HF5909,MMF.16S.210_HF5909,2049,RC-DIET,RC,4B,baseline,21,-31,-31,NA,A2,C4,83477,68400,49767,Mar_2022,ABX,WD,RC,RC
HF5911,MMF.16S.210_HF5911,2031,WD-DIET,WD,4C,baseline,21,-31,-31,NA,A2,C4,32004,25231,18705,Mar_2022,ABX,RC,WD,WD
HF5912,MMF.16S.210_HF5912,2032,RC-RC,RC,4C,baseline,21,-31,-31,NA,A2,C4,11329,9403,7811,Mar_2022,ABX,RC,RC,RC
HF5913,MMF.16S.210_HF5913,2033,RC-WD,RC,4C,baseline,21,-31,-31,NA,A2,C4,640,553,325,Mar_2022,ABX,WD,WD,RC
HF5914,MMF.16S.210_HF5914,2034,RC-MICR,RC,4C,baseline,21,-31,-31,NA,A2,C4,19186,15923,11601,Mar_2022,ABX,RC,WD,RC
HF5916,MMF.16S.210_HF5916,2051,WD-ABX-PBS,WD,4F,baseline,21,-31,-31,NA,A2,C4,18394,14312,11324,Mar_2022,ABX,WD,PBS,WD
HF5917,MMF.16S.210_HF5917,2052,WD-RC,WD,4D,baseline,21,-31,-31,NA,A2,C4,15730,12758,10246,Mar_2022,ABX,RC,RC,WD
HF5918,MMF.16S.210_HF5918,2053,WD-PBS-PBS,WD,4D,baseline,21,-31,-31,NA,A2,C4,4048,3224,2748,Mar_2022,PBS,WD,PBS,WD
HF5919,MMF.16S.210_HF5919,2054,WD-ABX-PBS,WD,4D,baseline,21,-31,-31,NA,A2,C4,5533,4414,3964,Mar_2022,ABX,WD,PBS,WD
HF5920,MMF.16S.210_HF5920,2035,WD-DIET,WD,4E,baseline,21,-31,-31,NA,A2,C4,79886,64082,50946,Mar_2022,ABX,RC,WD,WD
HF5921,MMF.16S.210_HF5921,2036,WD-RC,WD,4E,baseline,21,-31,-31,NA,A2,C4,50202,43370,31455,Mar_2022,ABX,RC,RC,WD
HF5922,MMF.16S.210_HF5922,2037,WD-WD,WD,4E,baseline,21,-31,-31,NA,A2,C4,61299,51650,39604,Mar_2022,ABX,WD,WD,WD
HF5923,MMF.16S.210_HF5923,2038,WD-DIET,WD,4F,baseline,21,-31,-31,NA,A2,C4,6746,4329,3480,Mar_2022,ABX,RC,WD,WD
HF5924,MMF.16S.210_HF5924,2039,WD-DIET,WD,4E,baseline,21,-31,-31,NA,A2,C4,11193,9410,7725,Mar_2022,ABX,RC,WD,WD
HF6209,MMF.16S.205_HF6209,1587,RC-PBS-PBS,RC,1,rec-wk4,80,28,28,NA,A2,C1,1812,1402,1061,Feb_2022,PBS,RC,PBS,RC
HF6228,MMF.16S.205_HF6228,1574,RC-ABX-PBS,RC,2,rec-wk4,80,28,28,NA,A2,C1,12445,9298,7953,Feb_2022,ABX,RC,PBS,RC
HF6247,MMF.16S.205_HF6247,1585,RC-RC,RC,3,rec-wk4,80,28,28,NA,A2,C1,33188,25301,19333,Feb_2022,ABX,RC,RC,RC
HF6266,MMF.16S.205_HF6266,1566,RC-DIET,RC,4,rec-wk4,80,28,28,NA,A2,C1,23684,19097,15773,Feb_2022,ABX,WD,RC,RC
HF6285,MMF.16S.205_HF6285,1588,RC-MICR,RC,5,rec-wk4,80,28,28,NA,A2,C1,10912,8691,7598,Feb_2022,ABX,RC,WD,RC
HF6304,MMF.16S.205_HF6304,1568,RC-WD,RC,6,rec-wk4,80,28,28,NA,A2,C1,37951,32194,24025,Feb_2022,ABX,WD,WD,RC
HF6323,MMF.16S.205_HF6323,1569,WD-PBS-PBS,WD,7,rec-wk4,80,28,28,NA,A2,C1,51555,39533,32515,Feb_2022,PBS,WD,PBS,WD
HF6361,MMF.16S.205_HF6361,1584,WD-WD,WD,9,rec-wk4,80,28,28,NA,A2,C1,21430,17520,14577,Feb_2022,ABX,WD,WD,WD
HF6399,MMF.16S.205_HF6399,1589,WD-MICR,WD,11,rec-wk4,80,28,28,NA,A2,C1,60742,47110,38357,Feb_2022,ABX,WD,RC,WD
HF6418,MMF.16S.205_HF6418,1571,WD-RC,WD,12,rec-wk4,80,28,28,NA,A2,C1,22815,15680,11533,Feb_2022,ABX,RC,RC,WD
HF6627,MMF.16S.205_HF6627,1580,WD-DIET,WD,10,rec-wk4,80,28,28,NA,A2,C1,734,630,428,Feb_2022,ABX,RC,WD,WD
HF6709,MMF.16S.205_HF6709,1630,WD-RC,WD,24,rec-wk4,80,28,28,NA,A2,C2,8034,6314,4884,Feb_2022,ABX,RC,RC,WD
HF6728,MMF.16S.205_HF6728,1626,WD-MICR,WD,23,rec-wk4,80,28,28,NA,A2,C2,9608,7425,6027,Feb_2022,ABX,WD,RC,WD
HF6747,MMF.16S.205_HF6747,1628,WD-DIET,WD,22,rec-wk4,80,28,28,NA,A2,C2,41511,33364,26137,Feb_2022,ABX,RC,WD,WD
HF6766,MMF.16S.205_HF6766,1631,WD-WD,WD,21,rec-wk4,80,28,28,NA,A2,C2,4101,3249,2892,Feb_2022,ABX,WD,WD,WD
HF6785,MMF.16S.205_HF6785,1627,WD-ABX-PBS,WD,20,rec-wk4,80,28,28,NA,A2,C2,6776,5973,5595,Feb_2022,ABX,WD,PBS,WD
HF6804,MMF.16S.205_HF6804,1629,WD-PBS-PBS,WD,19,rec-wk4,80,28,28,NA,A2,C2,48569,37810,28844,Feb_2022,PBS,WD,PBS,WD
HF6823,MMF.16S.205_HF6823,1621,RC-WD,RC,18,rec-wk4,80,28,28,NA,A2,C2,36724,31093,24895,Feb_2022,ABX,WD,WD,RC
HF6842,MMF.16S.205_HF6842,1639,RC-MICR,RC,17,rec-wk4,80,28,28,NA,A2,C2,32081,24961,22473,Feb_2022,ABX,RC,WD,RC
HF6861,MMF.16S.205_HF6861,1637,RC-DIET,RC,16,rec-wk4,83,31,28,NA,A2,C2,8063,6254,5848,Feb_2022,ABX,WD,RC,RC
HF6880,MMF.16S.205_HF6880,1636,RC-RC,RC,15,rec-wk4,83,31,28,NA,A2,C2,5366,4489,3340,Feb_2022,ABX,RC,RC,RC
HF6899,MMF.16S.205_HF6899,1641,RC-ABX-PBS,RC,14,rec-wk4,83,31,28,NA,A2,C2,37907,31908,26075,Feb_2022,ABX,RC,PBS,RC
HF6918,MMF.16S.205_HF6918,1625,RC-PBS-PBS,RC,13,rec-wk4,83,31,28,NA,A2,C2,41023,32876,25489,Feb_2022,PBS,RC,PBS,RC
HF6937,MMF.16S.205_HF6937,1635,WD-RC,WD,24,rec-wk4,83,31,28,NA,A2,C2,8655,6714,5879,Feb_2022,ABX,RC,RC,WD
HF6956,MMF.16S.205_HF6956,1634,WD-MICR,WD,23,rec-wk4,83,31,28,NA,A2,C2,27403,22330,18835,Feb_2022,ABX,WD,RC,WD
HF6975,MMF.16S.205_HF6975,1632.NT,WD-DIET,WD,22,rec-wk4,83,31,28,NA,A2,C2,41821,35730,26477,Feb_2022,ABX,RC,WD,WD
HF6994,MMF.16S.205_HF6994,1633,WD-WD,WD,21,rec-wk4,83,31,28,NA,A2,C2,12211,10171,8973,Feb_2022,ABX,WD,WD,WD
HF7013,MMF.16S.205_HF7013,1643,WD-ABX-PBS,WD,20,rec-wk4,84,32,28,NA,A2,C2,2351,2024,1920,Feb_2022,ABX,WD,PBS,WD
HF7032,MMF.16S.205_HF7032,1642,WD-PBS-PBS,WD,19,rec-wk4,84,32,28,NA,A2,C2,56335,46805,37414,Feb_2022,PBS,WD,PBS,WD
HF7051,MMF.16S.205_HF7051,1640,RC-WD,RC,18,rec-wk4,84,32,28,NA,A2,C2,8266,6247,4921,Feb_2022,ABX,WD,WD,RC
HF7070,MMF.16S.205_HF7070,1624,RC-MICR,RC,17,rec-wk4,84,32,28,NA,A2,C2,287848,191083,150945,Feb_2022,ABX,RC,WD,RC
HF7089,MMF.16S.205_HF7089,1644,RC-DIET,RC,16,rec-wk4,84,32,28,NA,A2,C2,89462,61546,53706,Feb_2022,ABX,WD,RC,RC
HF7108,MMF.16S.205_HF7108,1638,RC-RC,RC,15,rec-wk4,84,32,28,NA,A2,C2,30319,25179,20368,Feb_2022,ABX,RC,RC,RC
HF7127,MMF.16S.205_HF7127,1622,RC-ABX-PBS,RC,14,rec-wk4,84,32,28,NA,A2,C2,50883,43869,34737,Feb_2022,ABX,RC,PBS,RC
HF7146,MMF.16S.205_HF7146,1623,RC-PBS-PBS,RC,13,rec-wk4,84,32,28,NA,A2,C2,41001,33788,25852,Feb_2022,PBS,RC,PBS,RC
HF5096,MMF.16S.203_HF5096,1587,RC-PBS-PBS,RC,1A,post-abx,52,0,0,NA,A2,C1,39761,33091,24044,Feb_2022,PBS,RC,PBS,RC
HF5099,MMF.16S.203_HF5099,1585,RC-RC,RC,1B,post-abx,52,0,0,NA,A2,C1,201,103,76,Feb_2022,ABX,RC,RC,RC
HF5100,MMF.16S.203_HF5100,1566,RC-DIET,RC,1B,post-abx,52,0,0,NA,A2,C1,52535,50704,50518,Feb_2022,ABX,WD,RC,RC
HF5101,MMF.16S.203_HF5101,1588,RC-MICR,RC,1B,post-abx,52,0,0,NA,A2,C1,24988,22809,22387,Feb_2022,ABX,RC,WD,RC
HF5102,MMF.16S.203_HF5102,1574,RC-ABX-PBS,RC,1B,post-abx,52,0,0,NA,A2,C1,8973,3629,2990,Feb_2022,ABX,RC,PBS,RC
HF5108,MMF.16S.203_HF5108,1569,WD-PBS-PBS,WD,1D,post-abx,52,0,0,NA,A2,C1,3379,2999,2418,Feb_2022,PBS,WD,PBS,WD
HF5110,MMF.16S.203_HF5110,1589,WD-MICR,WD,1E,post-abx,52,0,0,NA,A2,C1,46689,44397,44309,Feb_2022,ABX,WD,RC,WD
HF5113,MMF.16S.203_HF5113,1580,WD-DIET,WD,1E,post-abx,52,0,0,NA,A2,C1,56955,54998,54733,Feb_2022,ABX,RC,WD,WD
HF5115,MMF.16S.203_HF5115,1571,WD-RC,WD,1F,post-abx,52,0,0,NA,A2,C1,15229,13744,13654,Feb_2022,ABX,RC,RC,WD
HF5118,MMF.16S.203_HF5118,1584,WD-WD,WD,1F,post-abx,52,0,0,NA,A2,C1,3780,3622,3592,Feb_2022,ABX,WD,WD,WD
HF5114,MMF.16S.203_HF5114,1570,WD-ABX-PBS,WD,1E,post-abx,52,0,0,NA,A2,C1,42167,40292,40168,Feb_2022,ABX,WD,PBS,WD
HF5372,MMF.16S.204_HF5372,1623,RC-PBS-PBS,RC,13,post-abx,52,0,0,NA,A2,C2,13341,12166,9969,Feb_2022,PBS,RC,PBS,RC
HF5373,MMF.16S.204_HF5373,1625,RC-PBS-PBS,RC,13,post-abx,52,0,0,NA,A2,C2,4660,3065,2288,Feb_2022,PBS,RC,PBS,RC
HF5381,MMF.16S.204_HF5381,1624,RC-MICR,RC,17,post-abx,52,0,0,NA,A2,C2,7713,6668,6192,Feb_2022,ABX,RC,WD,RC
HF5383,MMF.16S.204_HF5383,1640,RC-WD,RC,18,post-abx,52,0,0,NA,A2,C2,4076,3240,1787,Feb_2022,ABX,WD,WD,RC
HF5384,MMF.16S.204_HF5384,1629,WD-PBS-PBS,WD,19,post-abx,52,0,0,NA,A2,C2,5683,5194,4327,Feb_2022,PBS,WD,PBS,WD
HF5385,MMF.16S.204_HF5385,1642,WD-PBS-PBS,WD,19,post-abx,52,0,0,NA,A2,C2,39318,35771,28145,Feb_2022,PBS,WD,PBS,WD
HF5386,MMF.16S.204_HF5386,1627,WD-ABX-PBS,WD,20,post-abx,52,0,0,NA,A2,C2,43037,41495,41207,Feb_2022,ABX,WD,PBS,WD
HF5387,MMF.16S.204_HF5387,1643,WD-ABX-PBS,WD,20,post-abx,52,0,0,NA,A2,C2,13550,12627,12582,Feb_2022,ABX,WD,PBS,WD
HF5388,MMF.16S.204_HF5388,1631,WD-WD,WD,21,post-abx,52,0,0,NA,A2,C2,38259,36456,36122,Feb_2022,ABX,WD,WD,WD
HF5389,MMF.16S.204_HF5389,1633,WD-WD,WD,21,post-abx,52,0,0,NA,A2,C2,4863,4611,4585,Feb_2022,ABX,WD,WD,WD
HF5390,MMF.16S.204_HF5390,1628,WD-DIET,WD,22,post-abx,52,0,0,NA,A2,C2,15703,13262,12968,Feb_2022,ABX,RC,WD,WD
HF5391,MMF.16S.204_HF5391,1632.NT,WD-DIET,WD,22,post-abx,52,0,0,NA,A2,C2,27966,27024,26937,Feb_2022,ABX,RC,WD,WD
HF5392,MMF.16S.204_HF5392,1626,WD-MICR,WD,23,post-abx,52,0,0,NA,A2,C2,3915,2961,2753,Feb_2022,ABX,WD,RC,WD
HF5394,MMF.16S.204_HF5394,1630,WD-RC,WD,24,post-abx,52,0,0,NA,A2,C2,20749,19615,19471,Feb_2022,ABX,RC,RC,WD
HF5395,MMF.16S.204_HF5395,1635,WD-RC,WD,24,post-abx,52,0,0,NA,A2,C2,7650,7109,7070,Feb_2022,ABX,RC,RC,WD
HF5695,MMF.16S.205_HF5695,1679,RC-PBS-PBS,RC,25,post-abx,52,0,0,NA,A2,C3,43447,33852,23688,Feb_2022,PBS,RC,PBS,RC
HF5696,MMF.16S.205_HF5696,1678,RC-PBS-PBS,RC,25,post-abx,52,0,0,NA,A2,C3,8936,6748,5604,Feb_2022,PBS,RC,PBS,RC
HF5697,MMF.16S.205_HF5697,1676,RC-ABX-PBS,RC,26,post-abx,52,0,0,NA,A2,C3,30853,28047,25587,Feb_2022,ABX,RC,PBS,RC
HF5698,MMF.16S.205_HF5698,1685,RC-ABX-PBS,RC,26,post-abx,52,0,0,NA,A2,C3,6361,5170,4796,Feb_2022,ABX,RC,PBS,RC
HF5699,MMF.16S.210_HF5699,1682,RC-RC,RC,27,post-abx,52,0,0,NA,A2,C3,22496,18457,16132,Mar_2022,ABX,RC,RC,RC
HF5700,MMF.16S.210_HF5700,1677,RC-RC,RC,27,post-abx,52,0,0,NA,A2,C3,5972,4641,4287,Mar_2022,ABX,RC,RC,RC
HF5701,MMF.16S.210_HF5701,1681,RC-DIET,RC,28,post-abx,52,0,0,NA,A2,C3,4010,3493,3372,Mar_2022,ABX,WD,RC,RC
HF5702,MMF.16S.210_HF5702,1687,RC-DIET,RC,28,post-abx,52,0,0,NA,A2,C3,293,138,87,Mar_2022,ABX,WD,RC,RC
HF5704,MMF.16S.210_HF5704,2593,RC-MICR,RC,29,post-abx,52,0,0,NA,A2,C3,784,348,320,Mar_2022,ABX,RC,WD,RC
HF5705,MMF.16S.210_HF5705,2592,RC-WD,RC,30,post-abx,52,0,0,NA,A2,C3,18802,16233,15537,Mar_2022,ABX,WD,WD,RC
HF5706,MMF.16S.210_HF5706,2594,RC-WD,RC,30,post-abx,52,0,0,NA,A2,C3,286,63,33,Mar_2022,ABX,WD,WD,RC
HF5707,MMF.16S.210_HF5707,1688,WD-PBS-PBS,WD,31,post-abx,52,0,0,NA,A2,C3,11650,10007,8515,Mar_2022,PBS,WD,PBS,WD
HF5708,MMF.16S.210_HF5708,1690,WD-PBS-PBS,WD,31,post-abx,52,0,0,NA,A2,C3,27708,23216,18707,Mar_2022,PBS,WD,PBS,WD
HF5709,MMF.16S.210_HF5709,1691,WD-ABX-PBS,WD,32,post-abx,52,0,0,NA,A2,C3,7253,6621,6476,Mar_2022,ABX,WD,PBS,WD
HF5710,MMF.16S.210_HF5710,1696,WD-ABX-PBS,WD,32,post-abx,52,0,0,NA,A2,C3,13609,12629,12574,Mar_2022,ABX,WD,PBS,WD
HF5711,MMF.16S.210_HF5711,1694,WD-WD,WD,33,post-abx,52,0,0,NA,A2,C3,20343,18004,17758,Mar_2022,ABX,WD,WD,WD
HF5712,MMF.16S.210_HF5712,1698,WD-WD,WD,33,post-abx,52,0,0,NA,A2,C3,10232,8562,8462,Mar_2022,ABX,WD,WD,WD
HF5713,MMF.16S.210_HF5713,1693,WD-DIET,WD,34,post-abx,52,0,0,NA,A2,C3,39632,35321,34627,Mar_2022,ABX,RC,WD,WD
HF5714,MMF.16S.210_HF5714,1697,WD-DIET,WD,34,post-abx,52,0,0,NA,A2,C3,18748,17379,17275,Mar_2022,ABX,RC,WD,WD
