sampleID,seqID,Mouse,Treatment,Diet,Cage,Desc,Day,Rec_day,Rec_day_adj,Sac.group,Aim,Cohort,reads.in,reads.out,nseqs,seq_run,Abx,Post.diet,Post.micr,Pre.diet
HF11199,MMF.16S.254_HF11199,3182,RC-PBS,RC,6103741,Col-L-DNA,81,29,28,NA,A1,C6,83199,71887,70763,June_2022,PBS,,,RC
HF11218,MMF.16S.254_HF11218,3184,RC-PBS,RC,6103741,Col-L-DNA,81,29,28,NA,A1,C6,182693,138535,131934,June_2022,PBS,,,RC
HF11237,MMF.16S.254_HF11237,3186,WD-ABX,WD,6103742,Col-L-DNA,81,29,28,NA,A1,C6,13637,11886,10813,June_2022,ABX,,,WD
HF11256,MMF.16S.254_HF11256,3188,WD-ABX,WD,6103742,Col-L-DNA,81,29,28,NA,A1,C6,12559,11664,10505,June_2022,ABX,,,WD
HF11275,MMF.16S.254_HF11275,3190,WD-PBS,WD,6103743,Col-L-DNA,81,29,28,NA,A1,C6,22946,20299,18134,June_2022,PBS,,,WD
HF11294,MMF.16S.254_HF11294,3192,WD-PBS,WD,6103743,Col-L-DNA,81,29,28,NA,A1,C6,22579,19937,17922,June_2022,PBS,,,WD
HF25,MMF.16S.123_HF25,5735,RC-ABX,RC,1,post_abx,13,0,0,0,A1,C1,221580,152208,143910,June_2021,ABX,,,RC
HF26,MMF.16S.123_HF26,5570,RC-ABX,RC,1,post_abx,13,0,0,0,A1,C1,494126,318489,311738,June_2021,ABX,,,RC
HF27,MMF.16S.123_HF27,5571,RC-ABX,RC,1,post_abx,13,0,0,0,A1,C1,63126,45151,43524,June_2021,ABX,,,RC
HF28,MMF.16S.123_HF28,5266,RC-ABX,RC,2,post_abx,13,0,0,0,A1,C1,50487,28489,27114,June_2021,ABX,,,RC
HF29,MMF.16S.123_HF29,5267,RC-ABX,RC,2,post_abx,13,0,0,0,A1,C1,51016,29075,28231,June_2021,ABX,,,RC
HF30,MMF.16S.123_HF30,5734,RC-ABX,RC,2,post_abx,13,0,0,0,A1,C1,41469,26751,25479,June_2021,ABX,,,RC
HF31,MMF.16S.123_HF31,5733,WD-ABX,WD,3,post_abx,13,0,0,0,A1,C1,26906,22972,22710,June_2021,ABX,,,WD
HF32,MMF.16S.123_HF32,5568,WD-ABX,WD,3,post_abx,13,0,0,0,A1,C1,36599,31769,31592,June_2021,ABX,,,WD
HF33,MMF.16S.123_HF33,5569,WD-ABX,WD,3,post_abx,13,0,0,0,A1,C1,17505,14729,14093,June_2021,ABX,,,WD
HF34,MMF.16S.123_HF34,5264,WD-ABX,WD,4,post_abx,13,0,0,0,A1,C1,30196,25015,24691,June_2021,ABX,,,WD
HF35,MMF.16S.123_HF35,5265,WD-ABX,WD,4,post_abx,13,0,0,0,A1,C1,16644,14350,14172,June_2021,ABX,,,WD
HF36,MMF.16S.123_HF36,5732,WD-ABX,WD,4,post_abx,13,0,0,0,A1,C1,22552,18502,17981,June_2021,ABX,,,WD
HF472,MMF.16S.191_HF472,1943,WD-ABX,WD,6067916,post_abx,52,0,0,2,A1,C2,35497,32894,32697,Jan_2022,ABX,,,WD
HF474,MMF.16S.191_HF474,1944,WD-ABX,WD,6067917,post_abx,52,0,0,2,A1,C2,58271,55258,55100,Jan_2022,ABX,,,WD
HF475,MMF.16S.191_HF475,1946,WD-ABX,WD,6067917,post_abx,52,0,0,4,A1,C2,6412,6016,5976,Jan_2022,ABX,,,WD
HF476,MMF.16S.191_HF476,1949,RC-ABX,RC,6067918,post_abx,52,0,0,2,A1,C2,9134,7761,7649,Jan_2022,ABX,,,RC
HF478,MMF.16S.191_HF478,1950,RC-ABX,RC,6067919,post_abx,52,0,0,2,A1,C2,2349,2125,2075,Jan_2022,ABX,,,RC
HF479,MMF.16S.191_HF479,1953,RC-ABX,RC,6067919,post_abx,52,0,0,4,A1,C2,443,366,308,Jan_2022,ABX,,,RC
HF480,MMF.16S.191_HF480,1956,WD-PBS,WD,6067920,post_abx,52,0,0,2,A1,C2,89821,76417,63547,Jan_2022,PBS,,,WD
HF482,MMF.16S.191_HF482,1955,WD-PBS,WD,5893645,post_abx,52,0,0,2,A1,C2,18806,16168,14585,Jan_2022,PBS,,,WD
HF483,MMF.16S.191_HF483,1958,WD-PBS,WD,5893645,post_abx,52,0,0,4,A1,C2,41110,35695,32047,Jan_2022,PBS,,,WD
HF484,MMF.16S.191_HF484,1960,RC-PBS,RC,5893646,post_abx,52,0,0,2,A1,C2,19454,16969,13995,Jan_2022,PBS,,,RC
HF486,MMF.16S.191_HF486,1961,RC-PBS,RC,5893647,post_abx,52,0,0,2,A1,C2,43122,35024,28535,Jan_2022,PBS,,,RC
HF487,MMF.16S.191_HF487,1964,RC-PBS,RC,5893647,post_abx,52,0,0,4,A1,C2,48401,39546,37329,Jan_2022,PBS,,,RC
HF1152,MMF.16S.192_HF1152,1999,RC-ABX,RC,6072207,post_abx,52,0,0,4,A1,C3,12998,9932,9734,Jan_2022,ABX,,,RC
HF1153,MMF.16S.192_HF1153,1505,WD-ABX,WD,6072208,post_abx,52,0,0,2,A1,C3,21265,20294,20241,Jan_2022,ABX,,,WD
HF1157,MMF.16S.192_HF1157,1545,RC-ABX,RC,6072209,post_abx,52,0,0,2,A1,C3,22989,15571,15341,Jan_2022,ABX,,,RC
HF1159,MMF.16S.192_HF1159,1507,RC-ABX,RC,6072209,post_abx,52,0,0,4,A1,C3,4895,3800,3733,Jan_2022,ABX,,,RC
HF1160,MMF.16S.192_HF1160,1543,RC-ABX,RC,6072209,post_abx,52,0,0,4,A1,C3,8862,6543,6469,Jan_2022,ABX,,,RC
HF1162,MMF.16S.192_HF1162,1512,WD-ABX,WD,6072210,post_abx,52,0,0,4,A1,C3,208841,194625,180953,Jan_2022,ABX,,,WD
HF1163,MMF.16S.192_HF1163,1516,WD-ABX,WD,6072208,post_abx,52,0,0,4,A1,C3,61308,58167,57466,Jan_2022,ABX,,,WD
HF1164,MMF.16S.192_HF1164,1521,WD-PBS,WD,6072211,post_abx,52,0,0,2,A1,C3,67859,55919,44427,Jan_2022,PBS,,,WD
HF1167,MMF.16S.192_HF1167,1517,WD-PBS,WD,6072211,post_abx,52,0,0,4,A1,C3,43260,33251,30364,Jan_2022,PBS,,,WD
HF1168,MMF.16S.192_HF1168,1524,RC-PBS,RC,6072212,post_abx,52,0,0,2,A1,C3,72345,61651,49811,Jan_2022,PBS,,,RC
HF1171,MMF.16S.192_HF1171,1523,RC-PBS,RC,6072212,post_abx,52,0,0,4,A1,C3,82035,69475,64191,Jan_2022,PBS,,,RC
HF1172,MMF.16S.192_HF1172,1529,WD-PBS,WD,6072213,post_abx,52,0,0,2,A1,C3,81525,63392,53805,Jan_2022,PBS,,,WD
HF1174,MMF.16S.192_HF1174,1530,WD-PBS,WD,6072213,post_abx,52,0,0,4,A1,C3,99935,80786,69431,Jan_2022,PBS,,,WD
HF1175,MMF.16S.192_HF1175,1528,WD-PBS,WD,6072213,post_abx,52,0,0,4,A1,C3,38527,30124,27239,Jan_2022,PBS,,,WD
HF1177,MMF.16S.192_HF1177,1533,RC-PBS,RC,6072214,post_abx,52,0,0,4,A1,C3,92451,76857,59799,Jan_2022,PBS,,,RC
HF1178,MMF.16S.192_HF1178,1534,RC-PBS,RC,6072214,post_abx,52,0,0,4,A1,C3,21623,17120,15670,Jan_2022,PBS,,,RC
HF13,MMF.16S.123_HF13,5735,RC-ABX,RC,1,post_diet,10,-3,-3,0,A1,C1,212831,155462,137121,June_2021,ABX,,,RC
HF14,MMF.16S.123_HF14,5570,RC-ABX,RC,1,post_diet,10,-3,-3,0,A1,C1,37907,17565,15593,June_2021,ABX,,,RC
HF15,MMF.16S.123_HF15,5571,RC-ABX,RC,1,post_diet,10,-3,-3,0,A1,C1,412210,304523,265622,June_2021,ABX,,,RC
HF16,MMF.16S.123_HF16,5266,RC-ABX,RC,2,post_diet,10,-3,-3,0,A1,C1,222806,163463,144546,June_2021,ABX,,,RC
HF17,MMF.16S.123_HF17,5267,RC-ABX,RC,2,post_diet,10,-3,-3,0,A1,C1,299805,206165,177185,June_2021,ABX,,,RC
HF18,MMF.16S.123_HF18,5734,RC-ABX,RC,2,post_diet,10,-3,-3,0,A1,C1,292629,212211,179955,June_2021,ABX,,,RC
HF19,MMF.16S.123_HF19,5733,WD-ABX,WD,3,post_diet,10,-3,-3,0,A1,C1,109467,85077,76871,June_2021,ABX,,,WD
HF20,MMF.16S.123_HF20,5568,WD-ABX,WD,3,post_diet,10,-3,-3,0,A1,C1,189360,143416,129513,June_2021,ABX,,,WD
HF21,MMF.16S.123_HF21,5569,WD-ABX,WD,3,post_diet,10,-3,-3,0,A1,C1,180927,124532,115326,June_2021,ABX,,,WD
HF22,MMF.16S.123_HF22,5264,WD-ABX,WD,4,post_diet,10,-3,-3,0,A1,C1,112466,74068,65512,June_2021,ABX,,,WD
HF23,MMF.16S.123_HF23,5265,WD-ABX,WD,4,post_diet,10,-3,-3,0,A1,C1,52696,38665,29416,June_2021,ABX,,,WD
HF24,MMF.16S.123_HF24,5732,WD-ABX,WD,4,post_diet,10,-3,-3,0,A1,C1,267181,208273,179244,June_2021,ABX,,,WD
HF8296,MMF.16S.252_HF8296,3091,RC-ABX,RC,6101052,post-abx,52,0,0,NA,A1,C4,49686,45272,40135,June_2022,ABX,,,RC
HF8297,MMF.16S.252_HF8297,3092,RC-ABX,RC,6101052,post-abx,52,0,0,NA,A1,C4,29251,23731,23223,June_2022,ABX,,,RC
HF8299,MMF.16S.252_HF8299,3097,RC-PBS,RC,6101053,post-abx,52,0,0,NA,A1,C4,43465,38831,32951,June_2022,PBS,,,RC
HF8301,MMF.16S.252_HF8301,3102,RC-ABX,RC,6101054,post-abx,52,0,0,NA,A1,C4,40355,36251,36025,June_2022,ABX,,,RC
HF8303,MMF.16S.252_HF8303,3107,RC-PBS,RC,6101055,post-abx,52,0,0,NA,A1,C4,29416,25082,23038,June_2022,PBS,,,RC
HF8305,MMF.16S.252_HF8305,3112,WD-ABX,WD,6101056,post-abx,52,0,0,NA,A1,C4,23160,22506,22269,June_2022,ABX,,,WD
HF8307,MMF.16S.252_HF8307,3117,WD-PBS,WD,6101057,post-abx,52,0,0,NA,A1,C4,49058,45633,42578,June_2022,PBS,,,WD
HF8309,MMF.16S.252_HF8309,3105,WD-ABX,WD,6101058,post-abx,52,0,0,NA,A1,C4,36397,34961,31208,June_2022,ABX,,,WD
HF8792,MMF.16S.253_HF8792,3126,WD-ABX,WD,6102382,post-abx,52,0,0,NA,A1,C5,31621,28933,28238,June_2022,ABX,,,WD
HF8795,MMF.16S.253_HF8795,3140,WD-PBS,WD,6102383,post-abx,52,0,0,NA,A1,C5,56781,50408,49294,June_2022,PBS,,,WD
HF8797,MMF.16S.253_HF8797,NT.3141,RC-PBS,RC,6102384,post-abx,52,0,0,NA,A1,C5,19668,11788,10384,June_2022,PBS,,,RC
HF8799,MMF.16S.253_HF8799,3146,WD-ABX,WD,6102385,post-abx,52,0,0,NA,A1,C5,26478,21885,21342,June_2022,ABX,,,WD
HF8803,MMF.16S.253_HF8803,3145,WD-PBS,WD,5903644,post-abx,52,0,0,NA,A1,C5,31818,22976,21471,June_2022,PBS,,,WD
HF9248,MMF.16S.253_HF9248,3177,RC-ABX,RC,6103740,post-abx,52,0,0,NA,A1,C6,9262,7633,7301,June_2022,ABX,,,RC
HF9251,MMF.16S.253_HF9251,3180,RC-ABX,RC,6103740,post-abx,52,0,0,NA,A1,C6,32655,30125,29701,June_2022,ABX,,,RC
HF9252,MMF.16S.253_HF9252,3181,RC-PBS,RC,6103741,post-abx,52,0,0,NA,A1,C6,41747,34661,33931,June_2022,PBS,,,RC
HF9253,MMF.16S.253_HF9253,3182,RC-PBS,RC,6103741,post-abx,52,0,0,NA,A1,C6,16337,10860,10474,June_2022,PBS,,,RC
HF9254,MMF.16S.253_HF9254,3183,RC-PBS,RC,6103741,post-abx,52,0,0,NA,A1,C6,22509,19892,19008,June_2022,PBS,,,RC
HF9255,MMF.16S.253_HF9255,3184,RC-PBS,RC,6103741,post-abx,52,0,0,NA,A1,C6,47395,39873,35803,June_2022,PBS,,,RC
HF9256,MMF.16S.253_HF9256,3185,WD-ABX,WD,6103742,post-abx,52,0,0,NA,A1,C6,39279,30082,26974,June_2022,ABX,,,WD
HF9259,MMF.16S.253_HF9259,3188,WD-ABX,WD,6103742,post-abx,52,0,0,NA,A1,C6,48121,45815,38426,June_2022,ABX,,,WD
HF9260,MMF.16S.253_HF9260,3189,WD-PBS,WD,6103743,post-abx,52,0,0,NA,A1,C6,16943,14422,14038,June_2022,PBS,,,WD
HF9261,MMF.16S.253_HF9261,3190,WD-PBS,WD,6103743,post-abx,52,0,0,NA,A1,C6,25247,21058,20432,June_2022,PBS,,,WD
HF9262,MMF.16S.253_HF9262,3191,WD-PBS,WD,6103743,post-abx,52,0,0,NA,A1,C6,62930,48561,42213,June_2022,PBS,,,WD
HF9263,MMF.16S.253_HF9263,3192,WD-PBS,WD,6103743,post-abx,52,0,0,NA,A1,C6,18027,12052,11180,June_2022,PBS,,,WD
HF9257,MMF.16S.254_HF9257,3186,WD-ABX,WD,6103742,post-abx,52,0,0,NA,A1,C6,22000,18752,18603,Jun_2022,,,,WD
HF9258,MMF.16S.254_HF9258,3187,WD-ABX,WD,6103742,post-abx,52,0,0,NA,A1,C6,21412,20254,20144,Jun_2022,,,,WD
HF9249,MMF.16S.257_HF9249,3178,RC-ABX,RC,6103740,post-abx,52,0,0,NA,A1,C6,71378,60979,60053,Jun_2022,,,,RC
HF9250,MMF.16S.257_HF9250,3179,RC-ABX,RC,6103740,post-abx,52,0,0,NA,A1,C6,3303,3054,2654,Jun_2022,,,,RC
HF448,MMF.16S.191_HF448,1945,WD-ABX,WD,6067916,pre_abx,49,-3,-3,1,A1,C2,12600,8574,7485,Jan_2022,ABX,,,WD
HF452,MMF.16S.191_HF452,1947,WD-ABX,WD,6067917,pre_abx,49,-3,-3,1,A1,C2,143879,122519,108241,Jan_2022,ABX,,,WD
HF453,MMF.16S.191_HF453,1946,WD-ABX,WD,6067917,pre_abx,49,-3,-3,4,A1,C2,105731,91254,78302,Jan_2022,ABX,,,WD
HF454,MMF.16S.191_HF454,1951,RC-ABX,RC,6067918,pre_abx,49,-3,-3,1,A1,C2,64691,54167,42041,Jan_2022,ABX,,,RC
HF458,MMF.16S.191_HF458,1952,RC-ABX,RC,6067919,pre_abx,49,-3,-3,1,A1,C2,79636,69659,59020,Jan_2022,ABX,,,RC
HF459,MMF.16S.191_HF459,1953,RC-ABX,RC,6067919,pre_abx,49,-3,-3,4,A1,C2,30345,24138,20993,Jan_2022,ABX,,,RC
HF460,MMF.16S.191_HF460,1957,WD-PBS,WD,6067920,pre_abx,49,-3,-3,1,A1,C2,70861,59090,49376,Jan_2022,PBS,,,WD
HF464,MMF.16S.191_HF464,1959,WD-PBS,WD,5893645,pre_abx,49,-3,-3,1,A1,C2,46242,36881,32352,Jan_2022,PBS,,,WD
HF465,MMF.16S.191_HF465,1958,WD-PBS,WD,5893645,pre_abx,49,-3,-3,4,A1,C2,89563,76085,68516,Jan_2022,PBS,,,WD
HF466,MMF.16S.191_HF466,1962,RC-PBS,RC,5893646,pre_abx,49,-3,-3,1,A1,C2,8989,7792,5836,Jan_2022,PBS,,,RC
HF470,MMF.16S.191_HF470,1965,RC-PBS,RC,5893647,pre_abx,49,-3,-3,1,A1,C2,87270,78177,66606,Jan_2022,PBS,,,RC
HF471,MMF.16S.191_HF471,1964,RC-PBS,RC,5893647,pre_abx,49,-3,-3,4,A1,C2,14050,11860,9665,Jan_2022,PBS,,,RC
HF1113,MMF.16S.192_HF1113,1501,RC-ABX,RC,6072207,pre_abx,49,-3,-3,1,A1,C3,64422,51328,47679,Jan_2022,ABX,,,RC
HF1116,MMF.16S.192_HF1116,1999,RC-ABX,RC,6072207,pre_abx,49,-3,-3,4,A1,C3,55695,42430,38623,Jan_2022,ABX,,,RC
HF1117,MMF.16S.192_HF1117,1998,WD-ABX,WD,6072208,pre_abx,49,-3,-3,1,A1,C3,51619,43746,38133,Jan_2022,ABX,,,WD
HF1121,MMF.16S.192_HF1121,1504,WD-ABX,WD,6072208,pre_abx,49,-3,-3,4,A1,C3,36452,32393,28296,Jan_2022,ABX,,,WD
HF1122,MMF.16S.192_HF1122,1544,RC-ABX,RC,6072209,pre_abx,49,-3,-3,1,A1,C3,100893,76201,58372,Jan_2022,ABX,,,RC
HF1125,MMF.16S.192_HF1125,1507,RC-ABX,RC,6072209,pre_abx,49,-3,-3,4,A1,C3,39736,28872,22104,Jan_2022,ABX,,,RC
HF1126,MMF.16S.192_HF1126,1543,RC-ABX,RC,6072209,pre_abx,49,-3,-3,4,A1,C3,25832,20095,15974,Jan_2022,ABX,,,RC
HF1127,MMF.16S.192_HF1127,1536,WD-ABX,WD,6072210,pre_abx,49,-3,-3,1,A1,C3,46854,39569,36114,Jan_2022,ABX,,,WD
HF1129,MMF.16S.192_HF1129,1512,WD-ABX,WD,6072210,pre_abx,49,-3,-3,4,A1,C3,47699,36420,29079,Jan_2022,ABX,,,WD
HF1130,MMF.16S.192_HF1130,1516,WD-ABX,WD,6072210,pre_abx,49,-3,-3,4,A1,C3,42243,28803,25624,Jan_2022,ABX,,,WD
HF1131,MMF.16S.192_HF1131,1518,WD-PBS,WD,6072211,pre_abx,49,-3,-3,1,A1,C3,60790,47004,39435,Jan_2022,PBS,,,WD
HF1135,MMF.16S.192_HF1135,1517,WD-PBS,WD,6072211,pre_abx,49,-3,-3,4,A1,C3,60706,48432,41473,Jan_2022,PBS,,,WD
HF1136,MMF.16S.192_HF1136,1525,RC-PBS,RC,6072212,pre_abx,49,-3,-3,1,A1,C3,43292,36151,26791,Jan_2022,PBS,,,RC
HF1140,MMF.16S.192_HF1140,1523,RC-PBS,RC,6072212,pre_abx,49,-3,-3,4,A1,C3,70167,60209,48684,Jan_2022,PBS,,,RC
HF1141,MMF.16S.192_HF1141,1527,WD-PBS,WD,6072213,pre_abx,49,-3,-3,1,A1,C3,103221,86794,75107,Jan_2022,PBS,,,WD
HF1144,MMF.16S.192_HF1144,1530,WD-PBS,WD,6072213,pre_abx,49,-3,-3,4,A1,C3,31522,25234,22163,Jan_2022,PBS,,,WD
HF1145,MMF.16S.192_HF1145,1528,WD-PBS,WD,6072213,pre_abx,49,-3,-3,4,A1,C3,94715,72946,57549,Jan_2022,PBS,,,WD
HF1146,MMF.16S.192_HF1146,1532,RC-PBS,RC,6072214,pre_abx,49,-3,-3,1,A1,C3,33174,25478,20466,Jan_2022,PBS,,,RC
HF1148,MMF.16S.192_HF1148,1533,RC-PBS,RC,6072214,pre_abx,49,-3,-3,4,A1,C3,20263,16713,14337,Jan_2022,PBS,,,RC
HF1149,MMF.16S.192_HF1149,1534,RC-PBS,RC,6072214,pre_abx,49,-3,-3,4,A1,C3,2493,2148,1779,Jan_2022,PBS,,,RC
HF8266,MMF.16S.252_HF8266,3091,RC-ABX,RC,6101052,pre-abx,49,-3,-3,NA,A1,C4,55865,46825,42819,June_2022,ABX,,,RC
HF8267,MMF.16S.252_HF8267,3092,RC-ABX,RC,6101052,pre-abx,49,-3,-3,NA,A1,C4,23586,21239,16738,June_2022,ABX,,,RC
HF8271,MMF.16S.252_HF8271,3097,RC-PBS,RC,6101053,pre-abx,49,-3,-3,NA,A1,C4,31894,27272,22038,June_2022,PBS,,,RC
HF8275,MMF.16S.252_HF8275,3102,RC-ABX,RC,6101054,pre-abx,49,-3,-3,NA,A1,C4,36657,31736,28463,June_2022,ABX,,,RC
HF8279,MMF.16S.252_HF8279,3107,RC-PBS,RC,6101055,pre-abx,49,-3,-3,NA,A1,C4,20573,15692,13946,June_2022,PBS,,,RC
HF8283,MMF.16S.252_HF8283,3112,WD-ABX,WD,6101056,pre-abx,49,-3,-3,NA,A1,C4,59572,50116,44352,June_2022,ABX,,,WD
HF8287,MMF.16S.252_HF8287,3117,WD-PBS,WD,6101057,pre-abx,49,-3,-3,NA,A1,C4,46319,41866,39128,June_2022,PBS,,,WD
HF8291,MMF.16S.252_HF8291,3105,WD-ABX,WD,6101058,pre-abx,49,-3,-3,NA,A1,C4,42105,35826,31675,June_2022,ABX,,,WD
HF8771,MMF.16S.253_HF8771,3126,WD-ABX,WD,6102382,pre-abx,49,-3,-3,NA,A1,C5,31207,28138,26222,June_2022,ABX,,,WD
HF8775,MMF.16S.253_HF8775,3140,WD-PBS,WD,6102383,pre-abx,49,-3,-3,NA,A1,C5,20105,17714,16911,June_2022,PBS,,,WD
HF8778,MMF.16S.253_HF8778,NT.3141,RC-PBS,RC,6102384,pre-abx,49,-3,-3,NA,A1,C5,21607,16104,15727,June_2022,PBS,,,RC
HF8781,MMF.16S.253_HF8781,3146,WD-ABX,WD,6102385,pre-abx,49,-3,-3,NA,A1,C5,69920,59765,57996,June_2022,ABX,,,WD
HF8787,MMF.16S.253_HF8787,3145,WD-PBS,WD,5903644,pre-abx,49,-3,-3,NA,A1,C5,39501,34067,32878,June_2022,PBS,,,WD
HF9232,MMF.16S.253_HF9232,3177,RC-ABX,RC,6103740,pre-abx,49,-3,-3,NA,A1,C6,33979,28762,27520,June_2022,ABX,,,RC
HF9233,MMF.16S.253_HF9233,3178,RC-ABX,RC,6103740,pre-abx,49,-3,-3,NA,A1,C6,14910,12945,12227,June_2022,ABX,,,RC
HF9234,MMF.16S.253_HF9234,3179,RC-ABX,RC,6103740,pre-abx,49,-3,-3,NA,A1,C6,30182,23591,22636,June_2022,ABX,,,RC
HF9235,MMF.16S.253_HF9235,3180,RC-ABX,RC,6103740,pre-abx,49,-3,-3,NA,A1,C6,43894,36630,34544,June_2022,ABX,,,RC
HF9236,MMF.16S.253_HF9236,3181,RC-PBS,RC,6103741,pre-abx,49,-3,-3,NA,A1,C6,35500,29795,27771,June_2022,PBS,,,RC
HF9237,MMF.16S.253_HF9237,3182,RC-PBS,RC,6103741,pre-abx,49,-3,-3,NA,A1,C6,34168,29895,28892,June_2022,PBS,,,RC
HF9238,MMF.16S.253_HF9238,3183,RC-PBS,RC,6103741,pre-abx,49,-3,-3,NA,A1,C6,37246,31042,29705,June_2022,PBS,,,RC
HF9239,MMF.16S.253_HF9239,3184,RC-PBS,RC,6103741,pre-abx,49,-3,-3,NA,A1,C6,71850,55033,53832,June_2022,PBS,,,RC
HF9240,MMF.16S.253_HF9240,3185,WD-ABX,WD,6103742,pre-abx,49,-3,-3,NA,A1,C6,25965,21490,20945,June_2022,ABX,,,WD
HF9241,MMF.16S.253_HF9241,3186,WD-ABX,WD,6103742,pre-abx,49,-3,-3,NA,A1,C6,62024,49089,46813,June_2022,ABX,,,WD
HF9242,MMF.16S.253_HF9242,3187,WD-ABX,WD,6103742,pre-abx,49,-3,-3,NA,A1,C6,26405,21071,20028,June_2022,ABX,,,WD
HF9243,MMF.16S.253_HF9243,3188,WD-ABX,WD,6103742,pre-abx,49,-3,-3,NA,A1,C6,16055,13284,12729,June_2022,ABX,,,WD
HF9244,MMF.16S.253_HF9244,3189,WD-PBS,WD,6103743,pre-abx,49,-3,-3,NA,A1,C6,312,270,197,June_2022,PBS,,,WD
HF9245,MMF.16S.253_HF9245,3190,WD-PBS,WD,6103743,pre-abx,49,-3,-3,NA,A1,C6,36170,30464,28800,June_2022,PBS,,,WD
HF9246,MMF.16S.253_HF9246,3191,WD-PBS,WD,6103743,pre-abx,49,-3,-3,NA,A1,C6,17393,12593,11800,June_2022,PBS,,,WD
HF9247,MMF.16S.253_HF9247,3192,WD-PBS,WD,6103743,pre-abx,49,-3,-3,NA,A1,C6,51023,40832,38780,June_2022,PBS,,,WD
HF37,MMF.16S.123_HF37,5735,RC-ABX,RC,1,rec_wk1,13.5,0.5,0.5,0,A1,C1,39007,24103,23293,June_2021,ABX,,,RC
HF38,MMF.16S.123_HF38,5570,RC-ABX,RC,1,rec_wk1,13.5,0.5,0.5,0,A1,C1,37176,24280,23112,June_2021,ABX,,,RC
HF39,MMF.16S.123_HF39,5571,RC-ABX,RC,1,rec_wk1,13.5,0.5,0.5,0,A1,C1,10639,7346,7009,June_2021,ABX,,,RC
HF40,MMF.16S.123_HF40,5266,RC-ABX,RC,2,rec_wk1,13.5,0.5,0.5,0,A1,C1,24946,13702,13215,June_2021,ABX,,,RC
HF41,MMF.16S.123_HF41,5267,RC-ABX,RC,2,rec_wk1,13.5,0.5,0.5,0,A1,C1,27592,18138,17016,June_2021,ABX,,,RC
HF42,MMF.16S.123_HF42,5734,RC-ABX,RC,2,rec_wk1,13.5,0.5,0.5,0,A1,C1,16465,10103,9773,June_2021,ABX,,,RC
HF43,MMF.16S.123_HF43,5264,WD-ABX,WD,4,rec_wk1,13.5,0.5,0.5,0,A1,C1,32843,27376,27123,June_2021,ABX,,,WD
HF44,MMF.16S.123_HF44,5265,WD-ABX,WD,4,rec_wk1,13.5,0.5,0.5,0,A1,C1,4368,3705,3656,June_2021,ABX,,,WD
HF45,MMF.16S.123_HF45,5732,WD-ABX,WD,4,rec_wk1,13.5,0.5,0.5,0,A1,C1,28433,24923,24799,June_2021,ABX,,,WD
HF46,MMF.16S.123_HF46,5733,WD-ABX,WD,3,rec_wk1,13.5,0.5,0.5,0,A1,C1,111930,94429,94065,June_2021,ABX,,,WD
HF47,MMF.16S.123_HF47,5568,WD-ABX,WD,3,rec_wk1,13.5,0.5,0.5,0,A1,C1,177986,148831,141245,June_2021,ABX,,,WD
HF48,MMF.16S.123_HF48,5569,WD-ABX,WD,3,rec_wk1,13.5,0.5,0.5,0,A1,C1,23479,21034,20821,June_2021,ABX,,,WD
HF49,MMF.16S.123_HF49,5735,RC-ABX,RC,1,rec_wk1,14,1,1,0,A1,C1,26204,19154,18604,June_2021,ABX,,,RC
HF50,MMF.16S.123_HF50,5570,RC-ABX,RC,1,rec_wk1,14,1,1,0,A1,C1,29648,20677,19596,June_2021,ABX,,,RC
HF51,MMF.16S.123_HF51,5571,RC-ABX,RC,1,rec_wk1,14,1,1,0,A1,C1,50918,32514,31150,June_2021,ABX,,,RC
HF52,MMF.16S.123_HF52,5266,RC-ABX,RC,2,rec_wk1,14,1,1,0,A1,C1,64799,36290,35102,June_2021,ABX,,,RC
HF53,MMF.16S.123_HF53,5267,RC-ABX,RC,2,rec_wk1,14,1,1,0,A1,C1,8420,4536,4262,June_2021,ABX,,,RC
HF54,MMF.16S.123_HF54,5734,RC-ABX,RC,2,rec_wk1,14,1,1,0,A1,C1,20604,15915,15535,June_2021,ABX,,,RC
HF55,MMF.16S.123_HF55,5264,WD-ABX,WD,4,rec_wk1,14,1,1,0,A1,C1,333,278,260,June_2021,ABX,,,WD
HF56,MMF.16S.123_HF56,5265,WD-ABX,WD,4,rec_wk1,14,1,1,0,A1,C1,14306,12245,12195,June_2021,ABX,,,WD
HF58,MMF.16S.123_HF58,5733,WD-ABX,WD,3,rec_wk1,14,1,1,0,A1,C1,11239,10231,10170,June_2021,ABX,,,WD
HF59,MMF.16S.123_HF59,5568,WD-ABX,WD,3,rec_wk1,14,1,1,0,A1,C1,28808,25202,24324,June_2021,ABX,,,WD
HF60,MMF.16S.123_HF60,5569,WD-ABX,WD,3,rec_wk1,14,1,1,0,A1,C1,13946,12050,11996,June_2021,ABX,,,WD
HF61,MMF.16S.123_HF61,5735,RC-ABX,RC,1,rec_wk1,14.5,1.5,1.5,0,A1,C1,13380,8602,8120,June_2021,ABX,,,RC
HF62,MMF.16S.123_HF62,5570,RC-ABX,RC,1,rec_wk1,14.5,1.5,1.5,0,A1,C1,28862,19128,18229,June_2021,ABX,,,RC
HF63,MMF.16S.123_HF63,5571,RC-ABX,RC,1,rec_wk1,14.5,1.5,1.5,0,A1,C1,16916,12440,12023,June_2021,ABX,,,RC
