KO,s211004_MEGANKENNEDYHF10_SORTED,s211004_MEGANKENNEDYHF11_SORTED,s211004_MEGANKENNEDYHF12_SORTED,s211004_MEGANKENNEDYHF13_SORTED,s211004_MEGANKENNEDYHF14_SORTED,s211004_MEGANKENNEDYHF15_SORTED,s211004_MEGANKENNEDYHF16_SORTED,s211004_MEGANKENNEDYHF17_SORTED,s211004_MEGANKENNEDYHF189_SORTED,s211004_MEGANKENNEDYHF18_SORTED,s211004_MEGANKENNEDYHF19_SORTED,s211004_MEGANKENNEDYHF1_SORTED,s211004_MEGANKENNEDYHF20_SORTED,s211004_MEGANKENNEDYHF21_SORTED,s211004_MEGANKENNEDYHF22_SORTED,s211004_MEGANKENNEDYHF23_SORTED,s211004_MEGANKENNEDYHF24_SORTED,s211004_MEGANKENNEDYHF2_SORTED,s211004_MEGANKENNEDYHF3_SORTED,s211004_MEGANKENNEDYHF4_SORTED,s211004_MEGANKENNEDYHF5_SORTED,s211004_MEGANKENNEDYHF6_SORTED,s211004_MEGANKENNEDYHF7_SORTED,s211004_MEGANKENNEDYHF8_SORTED,s230228_MEGAN_HF1125_SORTED,s230228_MEGAN_HF1129_SORTED,s230228_MEGAN_HF1210_SORTED,s230228_MEGAN_HF1213_SORTED,s230228_MEGAN_HF1258_SORTED,s230228_MEGAN_HF1379_SORTED,s230228_MEGAN_HF1382_SORTED,s230228_MEGAN_HF151_SORTED,s230228_MEGAN_HF181_SORTED,s230228_MEGAN_HF187_SORTED,s230228_MEGAN_HF217_SORTED,s230228_MEGAN_HF223_SORTED,s230228_MEGAN_HF3022_SORTED,s230228_MEGAN_HF3060_SORTED,s230228_MEGAN_HF453_SORTED,s230228_MEGAN_HF459_SORTED,s230228_MEGAN_HF497_SORTED,s230228_MEGAN_HF499_SORTED,s230228_MEGAN_HF515_SORTED,s230228_MEGAN_HF561_SORTED,s230228_MEGAN_HF563_SORTED,s230228_MEGAN_HF596_SORTED,s230228_MEGAN_HF597_SORTED,s230228_MEGAN_HF73_SORTED,s230228_MEGAN_HF79_SORTED,s230228_MEGAN_HF97_SORTED
K07726,2.672243639,76.20629903,76.40188577,109.6436597,64.52276926,90.70885339,118.31566,101.5263363,226.4958546,253.777455,102.3359214,131.727131,58.27050483,152.9467613,156.228241,145.6692173,81.08044507,67.38204716,103.5346508,100.8255873,213.4181701,112.2093202,52.7299292,65.41170423,150.5344531,94.81876815,0.304597701,0,41.99415205,131.6246827,0.9375,89.15569477,162.3794743,93.0966813,165.8990265,32.40317509,173.9529015,63.66850737,78.20328504,105.687227,0,432.622638,44.99459756,229.7191778,88.38823581,0,69.16072912,0,0,215.2495356
K07727,25.96225216,686.6172645,645.9471179,1148.570544,654.1410174,1098.490949,926.3123023,748.1094741,276.5783452,2179.715083,937.3729373,1688.34892,442.6727118,1306.738899,1499.542121,1178.113574,792.5560951,726.5205605,1432.734846,734.0227758,1679.392628,846.2054806,521.5906786,632.4093485,879.8332982,786.8789312,0,0.355712603,418.1891473,344.9369826,2.075555556,43.44470558,1139.373511,99.84702842,1072.666943,548.6657111,1103.217091,202.1777367,762.1896664,341.0377183,0.175500589,26.77246626,331.6143579,0.004444444,565.290355,23.95164675,402.5052458,11.34299517,0,179.6500298
K07729,29.99483035,738.1051246,678.3053462,1022.058512,656.0434979,873.4094503,744.505833,785.8445479,2259.924124,1884.919446,893.3753763,1275.02619,433.8293365,1144.008596,1248.25309,1062.374589,681.8167217,766.6947704,1028.041283,769.7770953,1257.568191,887.5410028,606.5505295,695.9221544,823.7750818,736.3445342,0,251.9143954,2752.612281,474.3605068,504.4861495,294.6507088,1385.762191,969.329625,1003.0738,965.0393427,964.1312691,305.7470814,715.3022352,945.1506119,432.6191671,239.3053974,2376.153651,446.3024976,744.3672142,580.2204017,672.9168433,23.8170776,468.0137741,985.9537388
K07733,22.52047614,454.8587895,418.3280735,467.8924253,537.324159,497.8317835,536.3657406,447.6302203,13.3161512,670.913925,205.4306527,419.6377537,112.6765981,171.8713614,200.3227942,143.9661093,185.7729589,544.5415073,459.9431996,597.9119524,406.4650319,483.1930292,577.1189157,462.9367313,287.1608446,84.66634995,0,0,0,385.62383,3.764059084,90.38430662,109.2763889,6.891148493,136.796131,3.291079812,192.4004093,0,132.7936547,301.1367202,0,0,0,46.43374952,205.6680303,0,433.0411657,0,0,0
K07734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49669967,0,0,0,0,54.98679868,2.265676568,0,0,0,0,0,0,0
K07735,4.812311843,163.5970371,155.7841466,122.8692204,109.3975866,121.6787178,181.4989159,130.6077155,22.83783784,233.1650191,149.1888966,135.8111537,64.30582342,91.58847424,83.12777818,69.05023632,154.3325849,176.8748055,124.8804984,177.04705,89.94297508,163.3580227,194.8847473,132.3312127,115.1400016,36.99701112,0,0,0,297.8812576,0,91.57117117,0,6.809009009,0,0,94.23876379,236.998227,41.15456974,139.1349418,0,50.76396396,0,17.4990991,127.5859616,0,201.5741897,0,0,0
K07736,1.934670693,71.85565315,65.94259728,92.81540773,59.70461127,64.84932534,62.45567431,78.06722066,2.023060797,186.2150165,69.31437158,90.2739641,35.71715816,124.176448,143.2503451,115.9814542,73.76227617,66.06324764,100.7434992,66.6431326,130.4777944,75.09277285,52.54654594,80.01435586,76.61585685,89.33993911,0,0,0,15.20991556,3.839627964,0,183.2154103,0,110.7807479,49.45317499,75.11506101,4.423427821,97.42753542,23.33548627,0.520938023,0.505862647,0,6.736877369,31.21321809,0,29.31949958,0.49078727,0,0
K07738,2.928955712,114.4905366,125.9367755,150.5248993,102.5153455,143.7741104,126.2649478,143.5835748,620.5353671,287.3880016,171.712792,229.9097704,77.6647029,184.3001131,205.2471824,181.173785,143.6713357,126.0771975,178.51823,127.0378724,205.6736654,135.7030564,134.5756431,126.2536627,139.6745716,190.0044844,0.296774194,242.1409396,520.541593,106.6007942,479.6122007,335.3506177,263.8962597,301.9265536,177.1295804,163.1498595,197.5008585,334.9353938,167.3155446,172.983309,343.2218662,136.5972728,416.6525183,379.7607555,147.7622264,501.1059458,128.2523016,12.16339869,406.0760626,180.5242371
K07739,0,6.655683724,5.657700096,1.47203712,1.545320411,2.558108282,4.227757299,2.473332988,0,3.320638927,0.991611905,1.626824645,0.591233435,0.934146661,0.295679741,1.389034933,3.869585512,3.240233392,1.14127605,4.01310546,3.510792143,4.063059505,2.549172621,3.731161862,3.783701352,8.395468672,0,0,0,4.259756731,0,0,2.793754292,0,1.868013882,0,12.67040607,0,11.54144168,7.557911142,0,0.300946687,0,0,12.75286405,0,8.398420556,0,0,0
K07741,5.01148695,155.8044144,149.3727829,257.3746617,349.8617097,161.2861971,226.1594626,284.4892445,526.6653033,426.3578034,215.1153797,241.6718014,95.29056094,208.1529028,208.9171034,233.6606754,250.1719101,186.0518274,181.0243464,266.0009255,216.565206,225.5570208,203.2229326,215.3408238,162.7259858,265.5926317,0,538.1255605,593.4304663,288.1831264,427.8927853,526.4204663,448.5614922,197.8177305,222.6815157,218.3932205,254.6903774,254.4549649,189.6096731,251.917062,879.0327987,0.886476991,525.0496316,842.9045208,240.0304698,463.7260004,166.7805226,0.392061715,923.8848984,138.2489794
K07742,4.047351126,142.7074311,126.6816122,178.0197929,140.6355237,181.1353757,168.9621986,169.8649496,631.1028142,358.54533,188.9397638,204.6511803,92.18327136,200.5655443,219.1607604,212.8528261,189.4416794,158.383466,205.5108022,147.7573048,241.8174681,143.4174476,144.1711709,157.4060559,140.1939689,169.4665618,0,186.9183007,506.2994872,140.6310384,440.836975,231.5143791,229.1106417,308.109888,202.1525583,330.9278508,173.9612359,127.4617283,179.5539757,181.8330729,332.6197073,62.62807018,369.3136842,328.4048936,207.3342971,465.7561149,126.9942779,7.395957285,386.627451,157.7619865
K07746,0,16.49186992,16.13414634,8.325203252,26.94308943,22.6134893,36.51219512,23.6097561,0,56.86585366,6.548780488,17,0,1.743902439,1.861788618,5.004065041,3.516260163,24.69105691,14.58536585,14.6097561,10.85772358,28.05284553,12.06504065,30.89430894,14.23577236,2.150406504,0,0,0,7.400033184,2.037552743,0,0,0,59.0070516,0,2.447154472,0,3.630081301,17.23170732,0,0,0,22.10335209,0.972789116,0,12.37804878,0,0,0
K07749,0.217807211,28.61066881,23.27626189,35.14931656,43.34407869,22.6530336,10.91068326,41.71582841,0,26.08852143,4.428943803,18.03145622,0,0.665915916,0.621066501,0.933183183,2.514264264,34.20053162,22.11334624,20.83136576,34.60038198,31.7772274,24.1446279,14.09842159,36.97737965,57.48797839,0,0,11.28378378,26.73731357,0,0,45.60435435,0,8.886636637,0,71.39300969,0,38.73044393,41.28256883,0,0.667412313,0.226726727,0,61.4441511,0,50.89844632,0,0,0
K07755,0,0.217948718,0,0,0,0.227106227,0.766483516,0.226190476,0,0.341575092,0.135531136,0.012820513,0,0,0,0,0.527472527,0,0.676739927,0.27014652,0,0.362637363,0,0.271062271,0.40018315,0.276556777,0,0,0,0,0,0,0,0,0,0,0,0,0.016483516,0.276556777,0,0,0,0,2.324175824,0,0.636446886,0,0,0
K07768,1.027272727,61.99137797,70.0262129,27.51595172,27.05769588,5.73557506,37.79711114,71.73637914,0,37.50587654,0.622020073,23.64894211,0,0,0.797984965,2.545770363,3.953237619,24.75952298,9.598618538,62.56109432,26.30030226,48.21034643,48.37994652,77.46490157,0,26.77125862,0,0,0,0.990178641,8.77598233,0,170.856357,0,48.59630706,0,1.739948074,0.736443075,25.89331357,14.91440363,0.138959932,0,0,0.03030303,12.29563086,0,0.577819112,0,0,0
K07770,0.101515152,38.1476021,36.97223606,33.38245328,20.98333333,15.14847799,41.66047198,48.47593189,40.71666667,64.32677662,14.8469697,15.78378071,1.113920022,10.39393939,13.2943891,34.32121212,59.72121212,20.10147903,16.08781175,61.30396785,38.18190843,44.41107958,25.63277018,41.83809332,0.684848485,12.90151515,0,0,0,95.39848485,0,0,24.17500438,26.79848485,9.117122553,197.1606061,12.97121212,59.63181818,44.83787879,23.54953646,0,0,0,0,94.13939394,11.62121212,2.800567317,0.833333333,0,0
K07775,5.598515952,82.70104086,81.40913852,118.9446712,76.34699413,127.1911706,124.3961907,91.1376624,373.9259179,291.0013476,129.1764008,184.2962175,68.13968359,163.7181874,193.6905771,172.2152778,94.05570663,90.21558184,168.7069305,91.12222243,202.2533229,104.8898537,82.90012975,74.91355228,143.7803579,116.8352071,0,0,0,28.18989216,291.5148936,7.476595745,159.5795893,196.4302481,154.1239863,61.81967959,160.9295291,23.25707513,100.4580779,26.32595775,0,89.24110229,2.211063713,0,39.20479982,278.6794326,49.22801636,4.268635724,0,62.20927073
K07776,0.482269504,35,29.20567376,13.1106383,13.72624113,2.590070922,23.37730496,34.62411348,0,20.02553191,0.540425532,10.4964539,0,0,0.557446809,0.309219858,2.44964539,15.63971631,3.462411348,31.59858156,14.6964539,20.86950355,20.83829787,34.03120567,0,13.52624113,0,0,0,0.856737589,3.412765957,0,87.45673759,0,31.77446809,0,0.008510638,1.039716312,13.46099291,7.15177305,0,1.177304965,0,0.279432624,11.34184397,0,0,0,0,0
K07778,1.053402499,26.70031651,28.91357626,12.71946195,15.04846691,3.124985444,17.89260526,31.5504583,146.6675627,20.03077658,1.964721452,17.51221135,0.528669925,1.388075083,0.724911661,1.425438678,3.730737886,13.64300061,5.864263655,30.32445635,12.91037598,18.41528529,19.51950801,32.33247029,8.742428787,9.940212991,0,0.118570868,498.3579595,11.72291559,4.943855516,0,71.31925712,59.96774194,25.07030215,20.07437276,16.07322102,0.723203769,13.80067538,92.85067491,0.11778563,89.30309012,420.5454011,0,47.43770523,4.254177661,40.65538188,10.88199287,0.118570868,82.04717958
K07783,1.145987652,17.56783795,18.99304843,49.77280728,35.20109959,53.5089922,30.70447972,27.44646759,0,61.17167698,1.645236063,44.39844584,1.175008913,2.543312173,5.2887751,0.632381299,4.538606461,28.91233381,17.84242355,22.29857207,8.195527742,28.67649862,31.99777455,21.57068669,12.65231772,8.316122227,0,0,0,153.3135095,0,0,0.707385826,0,34.79587629,0,61.45301028,0,7.824092145,18.54866632,0,0,0,0,1.934182164,0,22.29955035,0,0,0
K07787,0.066186282,2.408059781,2.309314118,3.082199093,2.746997598,6.493728316,4.026154257,2.647451294,0,7.660261543,32.03389378,3.395249533,17.09073926,15.19615693,19.57485989,14.92260475,22.72431278,2.39097945,3.373365359,4.40672538,0.817720843,2.737389912,3.086469175,3.092874299,2.086469175,3.597544702,0,0,0,0,0,0,0,0,0,0,0,0,5.224179343,1.789698425,0,0,0,0,0,0,0,0,0,0
K07788,0,0.741602067,0.459302326,0.929586563,0.472222222,0.485142119,1.038436693,0.64373385,0,0.755490956,0.677648579,3.440891473,0.271317829,10.30490956,6.029069767,8.066537468,0.750322997,1.366602067,2.555555556,0.873385013,12.52422481,2.502260982,0.73869509,0.253875969,3.414082687,3.560400517,0,0,0,0,0,0,0,0,0,0,0,0,9.625322997,1.564599483,0,0,0,0,0,0,0,0,0,0
K07789,0.092125739,0.798630563,1.06940554,0.732648615,0.506069094,0.998443822,1.426392779,0.728602552,0,1.022720199,0.502334267,3.560846561,0.496420791,9.535636477,6.697167756,6.639277933,0.947089947,1.409274821,1.417989418,1.133208839,11.25832555,3.242141301,0.439153439,0.46031746,4.528478058,4.673202614,0,0,0,0,0,0,0,0,0,0,0,0,7.519763461,0.888266418,0,0,0,0,0,0,0,0,0,0
K07791,5.942597465,101.9145484,66.40476252,85.11172422,68.82823157,84.56432816,56.56468874,42.02006225,0,62.39084685,113.6699896,57.88773706,55.55706206,68.65097529,64.67244391,49.06092807,123.0216152,68.00106708,38.87546469,77.62680092,33.92089039,60.28785144,82.04282823,48.79280311,22.81775232,14.81212712,0,0,0,0,0,0,0,0,0,0,0,0,20.0234673,39.62214282,0,0,0,0,19.32901424,0,44.05356923,0,0,0
K07792,0,1.538179148,1.147577093,0.434654919,0.107929515,1.288546256,0.668135095,2.585903084,0,0.645374449,1.034508076,0.354625551,0.972099853,0.995594714,0.651248164,0.726872247,0.543318649,0.591776799,0,0.597650514,0.930983847,0.886930984,0.491189427,0.598384728,0.221732746,0.182819383,0,0,0,0,0,0,0,0,0,0,0,0,0.665198238,3.148311307,0,0,0,0,0,0,0,0,0,0
K07793,0.920139855,22.98075646,26.62800246,36.86299088,27.44574492,44.74089644,25.2882648,27.77629783,29.294304,78.50383671,97.50675556,57.78359224,45.68166832,197.3380956,225.5873629,184.6419425,104.7229276,34.70981085,56.44421565,21.25391357,76.23900013,41.0727785,13.35511444,20.42481093,45.07510499,88.33957332,0,0,0,10.8674173,3.232308974,0,40.28603677,18.21463233,71.05885151,89.53396262,26.94368335,23.65022349,93.14618136,18.85246224,0,83.94328668,3.380010713,38.01621979,19.8812312,0,22.50636794,19.42022509,0,6.226936465
K07794,1.14509683,17.46030201,24.10093123,33.85461643,23.47643412,28.26379218,20.18145236,20.42017473,21.86843701,68.59082639,81.04276756,55.04186698,44.4105002,200.2439309,192.1515193,146.8327534,83.99266121,31.5167548,44.37838357,22.41803503,72.20469808,33.70299393,17.55341924,15.10131255,29.87574662,76.96662049,0,0,0,8.582075849,1.146231546,0,42.14337272,9.562204042,56.9934449,72.54664987,23.46144033,22.00457097,83.91083249,14.01654729,0,82.26131901,5.969530413,14.20714841,20.20007057,0,24.72813897,17.3667473,0,4.039470978
K07795,0.185523591,11.95201931,18.05868012,20.44663772,17.51413787,25.75074749,14.61635073,19.3782618,23.25217796,45.88937116,50.13645418,42.17715299,16.20833476,120.7269839,157.2633253,128.7101507,57.87035079,22.25220283,26.28956085,21.68620825,58.20114078,24.06332371,9.22706859,15.33949234,24.93485499,41.22598274,0,0,0,5.069491108,2.016862,0,24.70171355,13.36833318,40.8462562,64.55091531,19.86654101,23.05195866,58.20456758,15.32387379,0,88.04569935,3.136915727,33.90233109,13.07258889,0,13.58012385,19.68908488,0,6.671039532
K07798,0,2.562115621,2.284747847,2.726937269,3.126691267,5.923124231,4.801353014,2.151291513,0,8.386223862,30.72386224,2.552890529,18.31488315,13.81549815,20.98585486,16.42496925,19.59409594,2.167896679,2.976629766,3.880688807,0.191266913,3.34501845,3.145756458,3.244772448,2.284132841,2.934194342,0,0,0,0,0,0,0,0,0,0,0,0,5.746617466,1.932349323,0,0,0,0,0,0,0,0,0,0
K07799,0,1.074681239,0.269581056,1.836065574,0.21129326,0.806921676,1.646630237,0.29417122,0,1.438069217,1.589253188,3.232240437,0.247723133,10.01183971,7.864298725,7.064663024,0.871584699,1.362477231,3.265938069,1.357923497,12.90255009,4.014571949,1.18579235,0.057377049,6.50273224,2.803278689,0,0,0,0,0,0,0,0,0,0,0,0,8.236794171,0.961748634,0,0,0,0,0,0,0,0,0,0
K07800,8.231333414,121.5680409,122.6877588,211.8957329,107.0861422,171.5998044,203.1645135,104.3893353,0,374.4286689,88.70678851,275.7436948,49.58123826,132.0725166,124.9447052,99.38182182,44.678754,121.1951444,232.9578606,117.5649283,292.2233171,147.7831948,116.8338847,118.8054783,163.6756906,39.96605153,0,0,0,13.90306821,0.244897959,0,156.5315987,0,165.2535927,39.17673736,176.1757419,19.61036958,49.90234816,38.69485484,0,0,0,0,82.12893119,0,87.43354631,0,0,0
K07803,0,0.211805556,0.255208333,1.722222222,0,1.668413051,4.244791667,0.796875,0,1.664930556,2.816420492,6.089771607,1.910511364,21.29811895,16.69529242,23.29087659,7.679707579,1.421875,3.510796762,2.34797214,15.17411448,2.821437377,1.658479208,0,5.470352564,5.028583729,0,0,0,0,0,0,0,0,0,0,0,0,13.58885732,1.574652778,0,0,0,0,1.702651515,0,0,0,0,0
K07807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.446808511,0,0,0,0,0,0
K07813,5.133256424,254.4983036,278.3980214,512.4636891,247.8407673,419.2819785,402.1680939,273.3998985,247.2679012,851.6199027,236.7457215,786.5653321,112.5773454,274.2729727,294.2406134,256.2026006,130.8625801,297.5059795,624.8336033,255.3183256,682.3156249,293.9771189,264.4683527,251.4092794,267.648142,84.80420645,0,0,0,30.66229325,0.37521815,9.544581619,414.3876805,114.1048834,419.2370188,114.0513001,313.5389234,35.29328219,89.28999178,50.97385101,0,45.71875,1.461805556,0,103.9554006,0.077253219,83.60519308,0,0,0
K07814,6.870416277,186.4327859,202.9140717,306.1948908,180.163389,295.682172,220.2150093,175.4644437,9.559514472,632.5362526,225.9508443,456.160405,92.83409988,317.1377211,322.8928057,301.4595253,197.9579971,188.0129795,380.7480345,184.4195874,458.6949105,211.829796,135.7789727,166.5587241,240.39784,290.9073025,0,0,0,60.02907964,0,0,382.4198273,3.019607843,314.8123616,126.1539359,368.1361304,33.98254475,286.6023769,76.04113964,0.145943807,0.817741723,0,0,173.2126554,7.257142857,92.65248412,0.302756892,0.302756892,0
K07816,7.694900492,242.7410606,241.9923113,366.2985852,235.5078102,298.7121775,278.0469868,284.4471691,869.0601459,684.6567205,286.9293996,482.0995659,121.5761171,312.7959595,301.0272212,358.3257272,285.5540156,263.4113561,382.9430894,249.8840841,491.7641278,311.662104,189.2056974,235.5456773,308.2237589,400.9625599,0.700388368,497.738171,513.1942993,123.9220862,705.1678215,499.8794781,443.6357502,384.3404228,335.0344254,326.0116973,502.8779785,131.8665363,368.5077527,251.4002089,774.4840721,167.4333639,432.3660029,745.4330695,349.4160662,725.9997263,226.9222321,20.23757111,810.3008729,192.2506634
K07862,0.419515631,12.87600392,9.001401212,13.69546793,7.621897011,14.06346643,28.42805416,36.9225623,296.7117121,33.5144403,49.28302951,12.43244497,9.86399257,49.3749119,39.18016618,55.45872502,36.13008029,7.895654507,15.77136706,38.96663047,32.56325996,32.16505941,7.4336521,8.153523238,22.95475964,11.57985235,0,0,0,89.05324995,317.1108472,89.44317444,15.94767739,165.9061171,19.32026583,205.9535507,45.2621858,75.27523295,16.64896409,15.14691356,0,58.06850459,0.76294259,11.37677527,11.03056925,328.7537609,16.10406909,0.117519228,0,0
K07978,0.224806202,0.409883721,2.329338754,1.039860948,0.047477745,1.118182271,0.756206679,0.279325673,0,0.843297482,13.70949855,1.923459556,1.627105053,10.51896106,19.78712652,12.00470677,12.03077091,0.908930485,1.865292078,0.36496216,0.245614035,0.089020772,0.292779426,1.297712478,1.388685618,0.292635659,0,0,0,4.64310746,0,0,4.218777321,0,6.74041886,0,1.848284705,0,1.473377154,1.440257223,0,0,0,0,1.076512904,0,1.818014072,0,0,0
K07979,20.47718451,666.0543677,706.6406784,836.4982518,562.6207807,746.4660091,762.5635591,699.2863957,2137.659668,1739.278711,921.3805558,1130.229214,435.31783,968.7285742,1114.308626,1100.786776,961.4323707,642.2610841,953.7445505,706.639886,1115.522778,747.6939657,513.3491037,634.5812974,664.7840197,737.5418633,0,1156.355322,6.833333333,702.8084291,1421.965272,1089.536354,858.592564,854.278858,724.949925,1344.176378,798.9596202,433.8506489,702.8256109,338.7523765,1775.597725,161.5886551,12.25312406,1736.230599,654.429085,1563.834936,373.0556059,18.68405305,1769.193989,189.6337977
K07991,0.463937622,42.82782439,37.37231969,19.71832359,24.35185185,9.765107212,12.35668277,14.55653021,0,11.95085177,6.452241715,11.69688109,0,8.451267057,10.7661751,21.05073311,47.52855327,15.7582846,9.642300195,12.55424188,10.59287228,12.65692008,25.99317739,39.3625731,0,1.374879227,0,0,0,90.92850242,0,0,0,0,0,0,10.39710145,54.84057971,3.898550725,0.121832359,0,0,0,0,0,0,0,0,0,0
K08068,0,3.74022112,4.830189267,5.761133333,4.988924219,11.69262897,5.284546331,2.608355091,0,19.01569413,4.711447072,9.909349877,0.252344416,1.265287952,3.063644802,3.10329231,1.766410912,3.048738033,8.138439121,2.930371318,12.56316004,7.100067294,0.655339125,2.744848292,0,0.440035273,0,0,0,0.115942029,0,0,7.856635037,0,8.260802789,4.319103234,4.056044962,0,0,0,0,0,0,0,0,0,0.221340388,0,0,0
K08082,0,0,0,0,0,0,0,0,30.11255411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48225108,0,6.026839827,0,0,0,0,0,0,0,57.36450216,0.017316017,17.72987013,0,0,0,0,0,0
K08083,0,0,0,0,0,0,0,0,25.634278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.15924426,0,9.477732794,0,0,0,0,0,0,0,63.58299595,0.407557355,14.41025641,0,0,0,0,0,0
K08084,0,0,0,0,0,0,0,0,52.93745379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.6544318,0,13.48981784,0,0,0,0,0,0,0,103.2675607,0.578544061,27.34766567,0,0,0,0,0,0
K08086,0,1.082479258,1.952659834,0.996095656,0.46852123,0.865788189,1.882869693,2.24841386,22.10699588,1.577354807,1.28648121,0.576866764,1.29477794,2.031234749,1.892142509,0.955588092,2.161054173,0.75158614,0.378721327,1.994631528,0.649585163,2.02147389,1.613958028,0.144460713,0.653001464,2.44704734,0,0,0,5.390434358,0,70.08436214,0,11.3744856,0,0,14.04392387,0,0.73011225,1.764275256,0,44.80864198,0,18.41358025,4.25329429,0,2.635431918,0,0,0
K08092,0,1.070429806,2.574943517,2.122004558,2.376379231,1.255322815,3.222818548,2.976461398,6.350299401,11.47694718,3.417266782,4.956968278,2.6241109,1.802187874,9.935265067,5.213623278,2.234728435,0.937485505,2.620330156,4.551182494,14.47525834,5.10582775,1.09384506,0.938662769,7.293869001,2.498714144,0,0,0,11.07562189,0,0,2.153555664,3.248502994,5.651366314,2.101492537,10.56545215,7.904191617,2.62628401,0,0,0,0,0,0.211940299,0,0.68320802,0,0,0
K08093,0,39.10297082,41.09321624,28.45268701,31.89540992,19.64166081,16.32623929,16.05031799,48.24434389,25.13789918,18.62109238,24.20715599,2.120867897,19.26569708,18.04500918,33.4650829,61.8751315,24.52378005,22.74895978,35.00758021,25.0045177,28.4303171,30.91608025,46.07611079,4.046454204,27.99030705,0,0,0,204.8655546,0,0,5.511720722,27.36349925,9.436774451,209.4695423,24.6945447,119.0167761,56.09847826,24.83356879,0.850902836,55.08487654,0.932098765,0.124802528,95.1410624,13.47975078,4.749020834,0,0,0
K08094,1.422209505,57.90639431,68.44298922,75.46334642,50.39258694,53.93317654,57.10647413,36.59119972,40.26381462,75.4279967,34.1071688,89.67345499,9.73542196,42.90433582,54.88642568,46.89030248,84.71718606,53.13577625,74.49805618,52.65201062,59.9503012,37.72406178,38.12039981,66.61430589,11.77402602,42.48147247,0,0,0,199.8517079,0,0,27.48356495,25.61675579,46.37511374,214.1867969,29.90538976,127.7015486,57.46249147,25.72739873,0.534759358,131.7323012,3.963964784,0.528963697,110.827926,11.4456328,8.421101304,0,0,0
K08137,0,2.994426924,3.289632657,3.158937799,3.541334636,8.921516457,7.551721228,1.956158664,0,10.95770296,56.75744089,2.967988866,24.17995084,25.42079983,35.83476214,21.69890434,35.80911918,4.191604851,2.518379011,5.317709768,1.436749138,4.218975703,3.730737796,6.142838952,4.37447993,6.62913872,0,0,0,0,0,0,0,0,0,0,0.220760234,0,10.00388812,4.034986089,0,72.31871345,1.775584795,0,0.220760234,0.220760234,0,0,0,0
K08138,8.062677374,195.9261383,153.6377849,128.2383832,139.6578881,124.3802,176.8740042,110.4640489,0,203.9892731,88.56300805,105.2557671,43.36765666,58.04246041,48.68167023,44.21603951,97.43038714,178.5849577,106.4140658,190.384453,88.78455026,153.9131302,208.6036541,138.2470056,108.6544527,19.71439912,0,0,0,241.5996926,0,0,0.211929825,0,42.32982456,0,101.7593477,0,20.55411875,136.1601361,0,69.04938272,2.079561043,0,80.41951916,0,137.5939781,0,0,0
K08139,0,8.127824859,6.757062147,7.11299435,12.85663842,8.878531073,0.643361582,16.32909605,0,9.366290019,2.226287728,6.548887871,0.322072072,0.536786787,0,0.198948949,0.5503003,17.53884181,7.206214689,4.350047081,10.78752481,11.07344633,5.005827862,5.511299435,15.11228814,10.04237288,0,0.213276836,9.474576271,9.150423729,0,0,53.30649718,0,51.35215936,0,13.31779661,0,2.998587571,10.64689266,0,0,0.213276836,0,27.02118644,0,14.90677966,0.213276836,0,0
K08151,0,1.708538588,0.818555008,0.456486043,0.243021346,0.296387521,0.798850575,0.884236453,244.760469,0.830870279,29.97439166,0.494252874,31.20491731,33.68219587,27.78602956,40.82857225,57.50790423,0.243021346,0,1.298850575,0.369458128,0.578817734,0.38998358,0.804597701,0.466338259,31.58132205,0,288.4543541,0,0,215.6290921,318.4362661,0,108.1164154,0,69.52177554,0,36.597452,12.34092878,4.994252874,453.7837234,0,0,465.4885363,0,238.4590606,0,0,532.3155808,0
K08152,0,0.263628239,0.661088494,0.590123457,0.757819482,2.31152815,0.128686327,0.264521895,575.7886335,15.51288739,74.48969164,15.37971955,66.73856055,87.13961607,68.50281997,91.65899605,141.8774428,0.115281501,0.262734584,0,0.72207328,0.28091219,0.749776586,0,5.499513454,92.19803202,0,601.3889253,601.274191,11.89103366,446.3614537,595.4309046,0.130041152,233.1006053,2.019437549,136.6569907,46.93488013,65.26694421,35.04353235,154.5227617,969.5045069,0.248559671,515.8280762,985.5276728,46.26939838,502.2986646,51.51777932,0,1001.54849,165.657836
K08153,0,0,0,0,0,0.256744996,0.25848564,0,521.0997635,3.505657093,40.85051546,0.761904762,33.77319588,46.98024055,33.01030928,54.76804124,67.90549828,0,0,0,0,0,0,0,0,35.81958763,0,313.8101375,0,0,514.6652519,319.4795756,0.261966928,220.1674142,0.26283725,100.4335788,0,43.48611371,14.73281787,0,491.3805842,21.48797251,1.503559156,482.0128866,0,533.2769759,0,9.632647843,533.1254296,0.917319408
